採樣分區,河川,縣市,測站名稱,水體分類等級,採樣日期,測站編號,河川污染指數,氣溫,水溫,酸鹼值,導電度,溶氧(滴定法),溶氧(電極法),溶氧飽和度,生化需氧量,化學需氧量,懸浮固體,大腸桿菌群,氨氮,氯鹽,總磷,總有機碳,硝酸鹽氮,亞硝酸鹽氮,鎘,鉛,六價鉻,砷,汞,銅,鋅,錳,銀,硒,濁度,鉻,總氮,總凱氏氮,備註
,,,,,,,,℃,℃,,μmho/cm25℃,mg/L,mg/L,%,mg/L,mg/L,mg/L,CFU/100mL,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,NTU,mg/L,mg/L,mg/L
福興溪流域,福興溪,新竹縣,深坑橋,丙,2017/6/10 下午 01:45:00,1066,1.0,33.0,32.3,7.9,388,--,8.8,122.0,2.3,18.7,11.0,4900,0.05,--,0.287,--,0.68,--,<0.001,0.005,<0.002,0.0017,<0.0003,0.005,0.010,0.055,<0.001,--,--,--,--,--
福興溪流域,福興溪,新竹縣,深坑橋,丙,2017/5/3 下午 01:45:00,1066,1.5,29.0,28.6,7.4,438,--,8.8,113.5,2.8,20.9,20.5,31000,0.29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,新竹縣,深坑橋,丙,2017/4/5 下午 01:45:00,1066,1.0,30.5,26.1,7.7,431,--,9.4,115.1,2.1,18.7,13.7,28000,0.12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,新竹縣,深坑橋,丙,2017/3/2 下午 01:45:00,1066,3.3,18.0,18.1,7.1,469,--,9.5,99.9,5.3,22.4,46.9,53000,0.69,--,0.405,6.22,2.52,0.284,<0.001,0.004,<0.002,0.0018,<0.0003,0.014,0.018,0.114,<0.001,<0.001,--,--,--,--
福興溪流域,福興溪,新竹縣,深坑橋,丙,2017/2/9 下午 01:45:00,1066,2.0,16.0,13.7,7.3,516,--,9.6,91.6,3.8,20.2,14.2,420000,0.67,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,新竹縣,深坑橋,丙,2017/1/5 下午 01:45:00,1066,1.5,26.0,22.6,7.4,445,--,8.1,92.8,2.7,13.7,12.8,49000,0.75,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,永寧一號橋,丙,2017/12/8 上午 08:35:00,1059,1.0,16.9,16.1,7.1,186,--,10.2,104.9,2.1,11.3,4.6,75000,0.21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,永寧一號橋,丙,2017/11/1 上午 08:35:00,1059,1.0,24.0,20.4,7.2,216,--,8.8,99.4,1.1,5.7,7.0,36000,0.21,--,0.160,--,1.60,--,<0.001,0.004,<0.002,0.0008,<0.0003,0.002,0.013,0.051,<0.001,--,--,--,--,--
社子溪流域,社子溪,桃園市,永寧一號橋,丙,2017/10/6 上午 08:35:00,1059,1.0,28.0,26.0,7.3,256,--,6.6,83.0,1.9,8.0,10.6,24000,0.22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,永寧一號橋,丙,2017/9/6 上午 08:35:00,1059,1.0,30.0,26.8,7.2,234,--,7.6,96.9,2.4,13.4,16.5,23000,0.20,--,0.251,--,2.24,--,<0.001,0.004,<0.002,0.0018,<0.0003,0.002,0.013,0.116,<0.001,--,--,--,--,--
社子溪流域,社子溪,桃園市,永寧一號橋,丙,2017/8/3 上午 08:35:00,1059,1.0,31.0,27.4,7.6,206,--,7.7,98.3,1.4,9.1,3.3,18000,0.14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,永寧一號橋,丙,2017/7/5 上午 08:35:00,1059,1.0,29.0,25.9,7.6,170,--,8.3,104.0,<1.0,6.8,3.7,30000,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,永寧一號橋,丙,2017/6/10 上午 08:35:00,1059,1.0,32.0,26.1,7.3,217,--,8.5,106.9,1.5,8.0,4.8,29000,0.05,--,0.110,--,2.05,--,<0.001,0.004,<0.002,0.0005,<0.0003,0.001,0.012,0.029,<0.001,--,--,--,--,--
社子溪流域,社子溪,桃園市,永寧一號橋,丙,2017/5/3 上午 08:35:00,1059,1.0,26.0,23.2,7.0,220,--,8.5,100.6,1.3,7.7,4.3,28000,0.27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,永寧一號橋,丙,2017/4/5 上午 08:35:00,1059,1.0,24.0,19.0,7.8,211,--,9.6,105.5,1.4,4.6,5.1,35000,0.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,永寧一號橋,丙,2017/3/2 上午 08:35:00,1059,1.0,18.5,15.1,7.6,238,--,9.8,98.5,1.6,6.6,6.4,71000,0.24,--,0.116,2.40,2.98,0.094,<0.001,<0.003,<0.002,0.0008,<0.0003,0.002,0.015,0.037,<0.001,<0.001,--,--,--,--
社子溪流域,社子溪,桃園市,永寧一號橋,丙,2017/2/9 上午 08:35:00,1059,1.0,14.5,14.2,7.4,244,--,9.6,94.7,2.0,7.6,1.6,210000,0.16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,永寧一號橋,丙,2017/1/5 上午 08:35:00,1059,1.0,23.5,19.4,7.3,233,--,9.1,100.7,1.4,5.9,2.4,61000,0.13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,月眉橋,丙,2017/12/8 上午 09:15:00,1060,4.5,16.8,15.7,8.2,327,--,8.2,83.1,10.5,25.3,14.7,190000,3.17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,月眉橋,丙,2017/11/1 上午 09:15:00,1060,4.5,27.0,22.2,7.3,645,--,7.5,87.1,10.0,23.1,7.3,56000,5.59,--,0.764,--,1.09,--,<0.001,0.003,<0.002,0.0014,<0.0003,0.004,0.016,0.077,<0.001,--,--,--,--,--
社子溪流域,社子溪,桃園市,月眉橋,丙,2017/10/6 上午 09:15:00,1060,6.5,30.0,27.8,7.6,666,--,6.2,79.2,18.7,35.1,25.2,63000,8.76,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,月眉橋,丙,2017/9/6 上午 09:15:00,1060,4.5,31.0,28.1,7.4,567,--,6.5,84.4,13.2,27.3,11.7,51000,5.75,--,0.820,--,0.81,--,<0.001,0.004,<0.002,0.0040,<0.0003,0.004,0.018,0.080,<0.001,--,--,--,--,--
社子溪流域,社子溪,桃園市,月眉橋,丙,2017/8/3 上午 09:15:00,1060,4.5,33.0,28.8,7.6,486,--,6.7,88.8,7.2,26.0,9.2,130000,5.34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,月眉橋,丙,2017/7/5 上午 09:15:00,1060,2.8,31.0,26.8,7.5,375,--,7.4,93.0,4.0,16.2,3.5,140000,2.58,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,月眉橋,丙,2017/6/10 上午 09:15:00,1060,3.8,33.0,27.2,7.2,425,--,7.9,99.6,4.0,19.9,5.7,41000,3.27,--,0.485,--,1.79,--,<0.001,0.004,<0.002,0.0014,<0.0003,0.002,0.015,0.032,<0.001,--,--,--,--,--
社子溪流域,社子溪,桃園市,月眉橋,丙,2017/5/3 上午 09:15:00,1060,4.5,27.0,23.8,7.3,553,--,6.6,79.0,7.8,22.7,8.2,44000,6.48,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,月眉橋,丙,2017/4/5 上午 09:15:00,1060,4.5,24.5,21.0,7.6,468,--,8.6,97.5,7.4,23.8,4.8,120000,6.68,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,月眉橋,丙,2017/3/2 上午 09:15:00,1060,4.5,19.5,16.8,7.3,475,--,8.7,89.7,8.7,20.4,4.0,63000,5.08,--,0.462,5.74,1.33,0.510,<0.001,<0.003,<0.002,0.0013,<0.0003,0.003,0.018,0.056,<0.001,<0.001,--,--,--,--
社子溪流域,社子溪,桃園市,月眉橋,丙,2017/2/9 上午 09:15:00,1060,4.5,15.0,15.1,7.5,451,--,7.1,71.2,13.9,30.6,6.5,280000,6.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,月眉橋,丙,2017/1/5 上午 09:15:00,1060,4.5,24.5,20.9,7.4,737,--,7.4,83.0,10.4,25.5,5.9,370000,8.59,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,老飯店橋,丙,2017/12/8 上午 09:55:00,1061,5.0,16.4,15.8,7.0,399,--,6.7,67.3,20.4,47.5,24.5,180000,2.61,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,老飯店橋,丙,2017/11/1 上午 09:55:00,1061,3.5,28.5,24.1,7.7,708,--,9.6,114.1,7.3,30.0,10.8,8500,2.23,--,0.570,--,1.05,--,<0.001,0.004,<0.002,0.0011,<0.0003,0.003,0.014,0.103,<0.001,--,--,--,--,--
社子溪流域,社子溪,桃園市,老飯店橋,丙,2017/10/6 上午 09:55:00,1061,5.0,32.0,30.3,8.0,767,--,9.1,121.2,9.6,40.2,21.0,7500,3.54,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,老飯店橋,丙,2017/9/6 上午 09:55:00,1061,3.5,32.5,31.4,8.0,722,--,10.1,137.3,7.8,40.0,13.7,3500,2.63,--,0.602,--,1.55,--,<0.001,0.005,<0.002,0.0020,<0.0003,0.003,0.012,0.085,<0.001,--,--,--,--,--
社子溪流域,社子溪,桃園市,老飯店橋,丙,2017/8/3 上午 09:55:00,1061,3.5,33.5,31.0,7.8,584,--,7.9,106.4,8.1,35.0,12.8,130000,1.10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,老飯店橋,丙,2017/7/5 上午 09:55:00,1061,2.0,32.5,29.0,7.6,415,--,7.5,98.9,3.8,17.2,5.6,240000,0.91,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,老飯店橋,丙,2017/6/10 上午 09:55:00,1061,2.0,33.5,30.0,7.3,623,--,10.0,133.1,4.7,25.5,10.7,26000,0.86,--,0.535,--,1.25,--,<0.001,0.003,<0.002,0.0014,<0.0003,0.003,0.168,0.078,<0.001,--,--,--,--,--
社子溪流域,社子溪,桃園市,老飯店橋,丙,2017/5/3 上午 09:55:00,1061,3.5,27.5,25.9,7.7,804,--,8.9,110.0,6.2,25.7,5.2,19000,2.25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,老飯店橋,丙,2017/4/5 上午 09:55:00,1061,3.5,26.5,23.9,7.8,608,--,11.0,130.8,5.9,19.2,8.1,42000,1.99,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,老飯店橋,丙,2017/3/2 上午 09:55:00,1061,3.5,21.0,18.5,7.4,704,--,8.3,88.8,11.8,29.3,7.9,68000,2.64,--,0.475,8.46,1.58,0.517,<0.001,<0.003,<0.002,0.0016,<0.0003,0.004,0.025,0.148,<0.001,<0.001,--,--,--,--
社子溪流域,社子溪,桃園市,老飯店橋,丙,2017/2/9 上午 09:55:00,1061,4.5,16.0,15.4,7.5,690,--,8.1,81.2,13.5,30.8,6.8,150000,5.16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,老飯店橋,丙,2017/1/5 上午 09:55:00,1061,3.5,23.5,22.9,7.9,925,--,9.6,112.1,14.7,37.6,10.6,760000,2.90,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,社子橋,丙,2017/12/8 上午 10:35:00,1062,5.0,16.5,16.3,7.9,381,--,9.2,93.9,35.2,63.3,23.8,320000,2.98,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,社子橋,丙,2017/11/1 上午 10:35:00,1062,1.0,29.0,23.4,7.5,464,--,9.8,116.2,1.7,15.2,14.7,6400,0.28,--,0.363,--,1.30,--,<0.001,0.005,<0.002,0.0013,<0.0003,0.004,0.018,0.126,<0.001,--,--,--,--,--
社子溪流域,社子溪,桃園市,社子橋,丙,2017/10/6 上午 10:35:00,1062,1.0,33.5,30.0,7.6,559,--,7.8,103.9,2.5,20.7,16.3,2700,0.39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,社子橋,丙,2017/9/6 上午 10:35:00,1062,2.8,34.0,31.0,7.6,499,--,8.1,110.7,5.2,44.7,10.3,6200,0.51,--,0.456,--,1.60,--,<0.001,0.005,<0.002,0.0024,<0.0003,0.004,0.015,0.159,<0.001,--,--,--,--,--
社子溪流域,社子溪,桃園市,社子橋,丙,2017/8/3 上午 10:35:00,1062,4.0,34.0,30.9,7.6,421,--,7.1,96.9,5.2,37.6,24.2,36000,2.28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,社子橋,丙,2017/7/5 上午 10:35:00,1062,1.5,32.5,29.5,7.7,385,--,8.3,109.2,2.6,16.2,3.3,39000,0.54,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,社子橋,丙,2017/6/10 上午 10:35:00,1062,1.0,33.5,31.0,7.2,490,--,7.7,104.2,2.5,15.7,5.5,3900,0.28,--,0.462,--,0.61,--,<0.001,0.004,<0.002,0.0021,<0.0003,0.002,0.030,0.164,<0.001,--,--,--,--,--
社子溪流域,社子溪,桃園市,社子橋,丙,2017/5/3 上午 10:35:00,1062,1.5,28.0,26.6,7.1,453,--,7.0,87.6,4.6,22.7,7.6,16000,0.39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,社子橋,丙,2017/4/5 上午 10:35:00,1062,2.8,27.0,23.8,7.3,510,--,7.9,93.7,7.3,28.4,12.6,48000,0.58,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,社子橋,丙,2017/3/2 上午 10:35:00,1062,3.5,21.0,17.1,7.3,479,--,9.6,99.2,6.9,19.6,13.5,41000,2.11,--,0.448,6.16,2.15,0.428,<0.001,<0.003,<0.002,0.0017,<0.0003,0.005,0.018,0.128,<0.001,<0.001,--,--,--,--
社子溪流域,社子溪,桃園市,社子橋,丙,2017/2/9 上午 10:35:00,1062,2.8,16.0,14.8,7.2,496,--,8.3,82.1,5.0,21.6,14.5,120000,0.52,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,社子橋,丙,2017/1/5 上午 10:35:00,1062,4.5,26.0,21.7,7.6,692,--,8.6,97.7,7.9,19.1,7.0,53000,3.27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,笨子港橋,丙,2017/12/8 下午 02:25:00,1063,3.5,16.3,16.2,7.4,724,--,7.6,78.0,11.2,35.9,14.9,120000,2.94,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,笨子港橋,丙,2017/11/1 下午 02:25:00,1063,4.5,28.0,28.1,8.0,1110,--,9.3,118.5,14.0,62.2,16.5,60000,3.53,--,1.32,--,0.16,--,<0.001,0.004,<0.002,0.0021,<0.0003,0.003,0.017,0.281,<0.001,--,--,--,--,--
社子溪流域,社子溪,桃園市,笨子港橋,丙,2017/10/6 下午 02:25:00,1063,6.3,33.5,32.6,7.9,1980,--,3.8,53.8,10.1,98.8,21.6,780000,4.42,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,笨子港橋,丙,2017/9/6 下午 02:25:00,1063,5.5,33.5,34.9,7.9,1460,--,5.3,76.2,9.7,82.7,34.6,33000,3.14,--,0.784,--,0.18,--,<0.001,0.007,<0.002,0.0027,<0.0003,0.005,0.024,0.143,<0.001,--,--,--,--,--
社子溪流域,社子溪,桃園市,笨子港橋,丙,2017/8/3 下午 02:25:00,1063,3.5,34.0,35.3,8.2,1140,--,7.1,103.2,6.0,48.3,14.4,30000,2.45,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,笨子港橋,丙,2017/7/5 下午 02:25:00,1063,2.0,34.0,34.7,8.9,851,--,9.5,137.9,3.8,31.1,6.2,19000,0.81,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,笨子港橋,丙,2017/6/10 下午 02:25:00,1063,2.8,33.5,34.8,8.3,1100,--,9.9,142.4,7.0,65.5,12.2,6500,0.59,--,0.461,--,0.38,--,<0.001,0.004,<0.002,0.0024,<0.0003,0.004,0.014,0.103,<0.001,--,--,--,--,--
社子溪流域,社子溪,桃園市,笨子港橋,丙,2017/5/3 下午 02:25:00,1063,5.0,29.0,32.5,8.2,1340,--,5.7,78.8,12.6,76.0,17.0,32000,4.00,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,笨子港橋,丙,2017/4/5 下午 02:25:00,1063,4.5,30.5,29.2,8.2,1310,--,9.9,128.2,8.2,57.8,9.9,54000,3.67,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,笨子港橋,丙,2017/3/2 下午 02:25:00,1063,6.5,21.0,20.4,7.9,990,--,5.0,54.7,17.6,56.1,22.4,69000,4.15,--,1.21,20.1,0.87,0.514,<0.001,<0.003,<0.002,0.0021,<0.0003,0.008,0.022,0.198,<0.001,<0.001,--,--,--,--
社子溪流域,社子溪,桃園市,笨子港橋,丙,2017/2/9 下午 02:25:00,1063,8.0,16.0,13.7,7.7,845,--,3.5,33.2,88.7,161,70.7,700000,12.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,笨子港橋,丙,2017/1/5 下午 02:25:00,1063,7.3,25.5,24.9,7.9,977,--,4.9,58.3,18.4,59.8,63.4,31000,4.17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,美都麗橋,丙,2017/12/8 上午 09:05:00,1053,3.3,15.0,16.2,7.3,430,--,8.4,86.0,8.5,33.3,39.3,140000,0.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,美都麗橋,丙,2017/11/1 上午 08:35:00,1053,3.8,23.3,21.0,7.0,296,--,8.7,98.0,4.6,14.6,1.9,220000,5.90,--,0.965,--,0.99,--,<0.001,<0.003,<0.002,0.0008,<0.0003,0.002,0.012,0.045,<0.001,--,--,--,--,--
老街溪流域,老街溪,桃園市,美都麗橋,丙,2017/10/6 上午 08:56:00,1053,4.3,28.2,26.5,7.2,366,--,4.8,61.4,4.4,14.9,8.1,150000,5.98,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,美都麗橋,丙,2017/9/6 上午 08:55:00,1053,4.5,32.1,27.3,7.2,321,--,6.5,83.6,6.6,25.5,9.0,340000,7.75,--,1.05,--,1.43,--,<0.001,<0.003,<0.002,0.0009,<0.0003,0.003,0.013,0.045,<0.001,--,--,--,--,--
老街溪流域,老街溪,桃園市,美都麗橋,丙,2017/8/3 上午 07:55:00,1053,3.8,29.4,26.5,7.0,302,--,7.8,99.3,4.9,21.6,3.8,440000,5.92,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,美都麗橋,丙,2017/7/5 上午 08:15:00,1053,2.3,29.6,25.6,7.1,224,--,8.2,101.5,1.8,15.0,3.3,54000,1.27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,美都麗橋,丙,2017/6/10 下午 12:25:00,1053,2.8,38.4,30.8,7.2,224,--,13.8,190.1,4.6,17.7,4.7,64000,1.41,--,0.436,--,1.95,--,<0.001,<0.003,<0.002,0.0007,<0.0003,0.004,0.022,0.019,<0.001,--,--,--,--,--
老街溪流域,老街溪,桃園市,美都麗橋,丙,2017/5/3 上午 08:26:00,1053,5.0,27.0,22.6,7.0,317,--,5.1,60.9,8.4,27.7,7.5,1600000,7.31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,美都麗橋,丙,2017/4/5 上午 08:15:00,1053,3.5,24.2,19.9,6.8,262,--,9.1,101.2,6.4,17.9,8.3,250000,2.28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,美都麗橋,丙,2017/3/2 上午 08:55:00,1053,3.8,16.6,16.5,7.1,308,--,7.2,74.2,4.8,16.8,4.4,340000,4.78,--,0.901,5.09,1.23,0.134,<0.001,<0.003,<0.002,0.0005,<0.0003,0.002,0.017,0.036,<0.001,<0.001,--,--,--,--
老街溪流域,老街溪,桃園市,美都麗橋,丙,2017/2/9 上午 08:49:00,1053,5.8,10.1,14.5,7.0,365,--,4.5,45.1,6.2,20.8,4.4,360000,5.41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,美都麗橋,丙,2017/1/5 上午 10:02:00,1053,4.5,24.1,21.2,7.1,367,--,7.4,85.9,8.9,25.5,6.9,350000,8.37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,北勢橋,丙,2017/12/8 上午 10:35:00,1054,6.8,13.6,16.3,7.2,374,--,8.3,85.5,29.5,145,350,580000,2.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,北勢橋,丙,2017/11/1 上午 10:17:00,1054,2.3,25.1,21.0,7.2,469,--,6.5,74.1,14.0,29.4,16.1,210000,0.15,--,0.463,--,0.08,--,<0.001,0.007,<0.002,0.0010,<0.0003,0.006,0.031,0.127,<0.001,--,--,--,--,--
老街溪流域,老街溪,桃園市,北勢橋,丙,2017/10/6 上午 10:55:00,1054,4.0,30.3,29.1,7.3,477,--,4.3,56.9,8.1,27.9,28.4,180000,0.15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,北勢橋,丙,2017/9/6 上午 10:50:00,1054,5.0,36.8,31.0,6.7,596,--,3.2,42.0,45.5,107,23.5,6000000,0.06,--,0.895,--,0.01,--,<0.001,0.003,<0.002,0.0016,<0.0003,0.007,0.021,0.488,<0.001,--,--,--,--,--
老街溪流域,老街溪,桃園市,北勢橋,丙,2017/8/3 上午 09:45:00,1054,1.5,30.7,29.0,7.5,478,--,7.0,92.2,4.6,22.2,13.6,180000,0.34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,北勢橋,丙,2017/7/5 上午 10:17:00,1054,1.0,32.4,28.0,7.4,308,--,7.2,93.5,1.8,12.4,3.3,190000,0.41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,北勢橋,丙,2017/6/10 下午 01:45:00,1054,1.5,38.2,32.8,8.8,434,--,10.2,141.2,3.1,18.7,10.6,6100,0.15,--,0.622,--,1.40,--,<0.001,<0.003,<0.002,0.0014,<0.0003,0.007,0.012,0.039,<0.001,--,--,--,--,--
老街溪流域,老街溪,桃園市,北勢橋,丙,2017/5/3 上午 11:56:00,1054,1.5,30.5,26.9,7.6,501,--,9.7,122.5,3.9,21.5,9.4,46000,0.28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,北勢橋,丙,2017/4/5 上午 09:55:00,1054,5.5,29.2,23.1,7.3,468,--,12.6,147.2,16.5,39.9,14.4,120000,3.62,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,北勢橋,丙,2017/3/2 上午 10:35:00,1054,1.0,17.7,16.6,7.0,498,--,9.6,99.5,2.9,13.0,9.8,68000,0.33,--,0.326,5.30,5.26,0.199,<0.001,<0.003,<0.002,0.0015,<0.0003,0.013,0.032,0.063,<0.001,<0.001,--,--,--,--
老街溪流域,老街溪,桃園市,北勢橋,丙,2017/2/9 上午 10:10:00,1054,3.3,12.1,14.4,7.0,537,--,8.6,85.1,6.3,21.6,21.6,1300000,0.80,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,北勢橋,丙,2017/1/5 上午 11:32:00,1054,3.5,27.4,21.8,7.0,507,--,9.4,108.1,6.1,19.1,18.6,180000,1.31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,環鄉橋(原為宋屋),丙,2017/12/8 上午 11:25:00,1055,6.8,13.4,16.0,7.5,524,--,8.4,85.4,19.2,68.3,191,460000,2.87,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,環鄉橋(原為宋屋),丙,2017/11/1 上午 11:05:00,1055,4.5,25.7,24.0,7.6,1190,--,7.0,84.1,7.4,33.6,13.5,95000,4.48,--,0.786,--,12.3,--,<0.001,0.004,<0.002,0.0011,<0.0003,0.061,0.083,0.142,<0.001,--,--,--,--,--
老街溪流域,老街溪,桃園市,環鄉橋(原為宋屋),丙,2017/10/6 上午 11:50:00,1055,5.0,31.2,29.6,7.8,1270,--,6.2,83.0,6.2,31.1,12.0,460000,4.97,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,環鄉橋(原為宋屋),丙,2017/9/6 上午 11:50:00,1055,4.3,37.6,31.0,7.5,1050,--,5.9,80.5,4.7,32.0,18.2,180000,3.73,--,0.660,--,7.39,--,<0.001,0.012,<0.002,0.0018,<0.0003,0.027,0.059,0.200,<0.001,--,--,--,--,--
老街溪流域,老街溪,桃園市,環鄉橋(原為宋屋),丙,2017/8/3 上午 10:35:00,1055,4.0,32.4,29.9,7.7,900,--,6.3,85.1,5.1,34.2,10.5,230000,2.68,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
老街溪流域,老街溪,桃園市,環鄉橋(原為宋屋),丙,2017/7/5 上午 11:20:00,1055,2.3,35.2,29.4,7.5,601,--,7.1,94.9,2.6,24.7,7.4,66000,1.92,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
