採樣分區,河川,縣市,測站名稱,水體分類等級,採樣日期,測站編號,河川污染指數,氣溫,水溫,酸鹼值,導電度,溶氧(滴定法),溶氧(電極法),溶氧飽和度,生化需氧量,化學需氧量,懸浮固體,大腸桿菌群,氨氮,氯鹽,總磷,總有機碳,硝酸鹽氮,亞硝酸鹽氮,鎘,鉛,六價鉻,砷,汞,銅,鋅,錳,銀,鎳,硒,濁度,鉻,總氮,總凱氏氮,備註
,,,,,,,,℃,℃,,μmho/cm25℃,mg/L,mg/L,%,mg/L,mg/L,mg/L,CFU/100mL,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,NTU,mg/L,mg/L,mg/L
高屏溪流域,高屏溪,屏東縣,九如橋,乙,2018/5/2 下午 01:17:00,1334,7.3,38.5,29.6,7.63,699,--,2.6,34.1,18.1,61.1,36.4,680000,11.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,九如橋,乙,2018/4/2 下午 12:30:00,1334,7.3,34.0,27.1,7.60,690,--,5.0,63.2,22.2,68.0,59.2,350000,11.1,--,2.09,--,0.11,--,<0.001,<0.003,<0.002,0.0013,<0.0003,0.013,0.065,0.103,<0.001,<0.005,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,九如橋,乙,2018/3/5 下午 02:20:00,1334,8.0,36.2,29.2,7.58,704,--,3.5,45.8,25.4,102,69.0,320000,11.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,九如橋,乙,2018/2/2 下午 12:00:00,1334,7.3,26.4,23.9,7.63,668,--,4.0,46.6,18.6,64.7,40.7,620000,7.91,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,屏東縣,九如橋,乙,2018/1/10 下午 02:45:00,1334,7.3,18.5,22.7,7.54,670,--,3.3,38.1,23.1,62.8,41.5,2000000,7.52,--,1.71,6.84,0.72,0.341,<0.001,0.003,<0.002,0.0014,<0.0003,0.013,0.078,0.102,<0.001,--,<0.001,--,--,--,--
高屏溪流域,高屏溪,高雄市,西門大橋,乙,2018/12/4 下午 12:40:00,1512,2.3,30.9,23.5,8.02,473,--,6.8,80.6,<1.0,<4.0,88.6,18000,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,西門大橋,乙,2018/11/6 上午 09:00:00,1512,2.3,28.9,24.2,8.11,452,--,8.2,97.5,<1.0,4.0,71.8,22000,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,西門大橋,乙,2018/10/1 上午 11:20:00,1512,3.3,33.5,26.5,8.16,391,--,8.2,102.3,<1.0,12.1,641,25000,0.05,--,0.025,--,0.40,--,<0.001,0.014,<0.002,0.0061,<0.0003,0.009,0.043,0.394,<0.001,0.014,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,西門大橋,乙,2018/9/21 上午 08:40:00,1512,3.3,31.5,26.4,8.03,402,--,7.6,94.9,<1.0,26.4,1520,71000,0.12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,西門大橋,乙,2018/8/1 下午 12:20:00,1512,3.3,34.3,29.8,8.20,429,--,7.5,99.8,1.1,5.7,163,22000,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,西門大橋,乙,2018/7/17 下午 12:40:00,1512,3.3,33.4,30.3,8.13,458,--,7.7,104.5,<1.0,5.5,152,16000,0.08,--,0.034,--,0.73,--,<0.001,0.006,<0.002,0.0018,<0.0003,0.007,0.029,0.128,<0.001,0.008,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,西門大橋,乙,2018/6/1 上午 11:10:00,1512,2.3,35.2,30.4,8.03,521,--,7.9,105.5,1.1,5.4,54.9,42000,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,西門大橋,乙,2018/5/2 上午 10:40:00,1512,3.3,33.9,29.0,8.04,501,--,7.4,96.6,1.1,4.9,131,24000,0.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,西門大橋,乙,2018/4/2 上午 10:05:00,1512,1.5,29.6,25.7,8.28,485,--,10.6,130.2,<1.0,<4.0,22.0,15000,0.06,--,0.066,--,0.23,--,<0.001,<0.003,<0.002,0.0009,<0.0003,<0.001,0.004,0.043,<0.001,<0.005,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,西門大橋,乙,2018/3/5 上午 11:15:00,1512,3.3,30.9,24.6,8.26,465,--,8.2,99.0,1.2,265,10300,40000,0.20,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,西門大橋,乙,2018/2/2 上午 11:25:00,1512,3.3,22.7,20.2,8.02,465,--,9.1,100.7,<1.0,4.6,114,25000,0.21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,西門大橋,乙,2018/1/10 上午 11:20:00,1512,3.3,15.7,17.7,8.10,436,--,9.1,95.4,<1.0,45.6,1770,46000,0.32,--,0.650,1.75,0.66,0.053,<0.001,0.032,<0.002,0.0032,<0.0003,0.028,0.108,1.14,<0.001,--,<0.001,--,--,--,--
高屏溪流域,高屏溪,高雄市,旗南橋,乙,2018/12/4 下午 01:49:00,1336,1.5,34.1,25.1,8.01,498,--,7.4,89.5,1.1,4.5,43.2,7700,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,旗南橋,乙,2018/11/6 上午 09:40:00,1336,2.3,31.0,25.6,8.02,505,--,7.7,94.3,<1.0,<4.0,78.9,23000,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,旗南橋,乙,2018/10/1 下午 12:32:00,1336,3.3,34.3,27.9,7.89,442,--,7.6,97.4,<1.0,12.3,567,40000,0.11,--,0.023,--,0.48,--,<0.001,0.013,<0.002,0.0059,<0.0003,0.010,0.046,0.410,<0.001,0.015,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,旗南橋,乙,2018/9/21 上午 09:40:00,1336,3.3,33.2,28.0,7.74,502,--,6.9,88.1,1.2,12.9,616,30000,0.14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,旗南橋,乙,2018/8/1 下午 01:40:00,1336,3.3,35.6,31.3,7.98,522,--,6.8,93.5,1.1,6.3,237,18000,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,旗南橋,乙,2018/7/17 下午 01:35:00,1336,3.3,34.6,31.4,7.89,493,--,6.9,94.9,<1.0,6.9,180,64000,0.13,--,0.152,--,0.70,--,<0.001,0.007,<0.002,0.0030,<0.0003,0.004,0.023,0.185,<0.001,0.006,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,旗南橋,乙,2018/6/1 下午 12:20:00,1336,1.5,33.9,31.1,7.74,530,--,7.8,106.1,1.1,4.8,47.0,870000,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,旗南橋,乙,2018/5/2 上午 11:50:00,1336,2.3,35.7,32.0,7.86,559,--,6.8,93.6,1.1,7.1,56.6,14000,0.10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,旗南橋,乙,2018/4/2 上午 11:05:00,1336,1.5,29.9,26.6,7.91,521,--,9.3,115.3,1.6,5.2,37.6,15000,0.13,--,0.093,--,0.32,--,<0.001,<0.003,<0.002,0.0015,<0.0003,<0.001,0.015,0.088,<0.001,<0.005,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,旗南橋,乙,2018/3/5 下午 12:00:00,1336,3.3,30.8,27.9,7.77,478,--,7.4,95.0,1.1,53.7,1890,52000,0.20,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,旗南橋,乙,2018/2/2 下午 01:10:00,1336,3.3,24.3,21.7,7.94,481,--,8.4,96.2,<1.0,4.8,140,21000,0.15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,旗南橋,乙,2018/1/10 下午 01:10:00,1336,3.3,17.8,18.8,7.84,506,--,8.2,88.6,1.2,23.2,965,80000,0.27,--,0.344,1.67,0.62,0.053,<0.001,0.016,<0.002,0.0029,<0.0003,0.011,0.060,0.624,<0.001,--,<0.001,--,--,--,--
高屏溪流域,高屏溪,高雄市,甲仙取水口(取代四德大橋),甲,2018/12/4 上午 09:50:00,1511,1.0,30.5,20.7,8.33,438,--,9.1,103.3,<1.0,<4.0,2.4,260,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,甲仙取水口(取代四德大橋),甲,2018/11/6 上午 09:50:00,1511,1.0,31.6,24.0,8.49,404,--,8.1,98.6,1.3,<4.0,15.4,810,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,甲仙取水口(取代四德大橋),甲,2018/10/1 上午 09:55:00,1511,1.5,32.9,24.5,8.48,453,--,8.4,100.9,<1.0,<4.0,28.6,210,<0.01,--,0.041,--,0.36,--,<0.001,<0.003,<0.002,0.0004,<0.0003,0.001,0.003,0.025,<0.001,<0.005,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,甲仙取水口(取代四德大橋),甲,2018/9/21 上午 09:50:00,1511,3.3,30.6,24.4,8.48,361,--,8.7,107.8,<1.0,<4.0,190,350,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,甲仙取水口(取代四德大橋),甲,2018/8/1 上午 09:50:00,1511,2.3,32.4,25.6,8.46,390,--,8.4,105.6,<1.0,<4.0,70.9,500,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,甲仙取水口(取代四德大橋),甲,2018/7/17 上午 09:50:00,1511,2.3,31.8,25.4,8.44,418,--,7.8,99.4,<1.0,<4.0,88.5,450,0.01,--,0.028,--,0.42,--,<0.001,0.004,<0.002,0.0012,<0.0003,0.002,0.011,0.079,<0.001,<0.005,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,甲仙取水口(取代四德大橋),甲,2018/6/1 上午 09:50:00,1511,2.3,28.9,28.0,8.42,470,--,7.6,100.2,<1.0,<4.0,52.6,5500,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,甲仙取水口(取代四德大橋),甲,2018/5/2 上午 09:50:00,1511,1.5,34.9,26.0,8.43,475,--,8.0,101.0,<1.0,5.3,32.0,170,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,甲仙取水口(取代四德大橋),甲,2018/4/2 上午 09:50:00,1511,1.0,26.9,23.1,8.47,485,--,8.6,100.6,<1.0,<4.0,19.7,95,<0.01,--,0.019,--,0.07,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.003,0.020,<0.001,<0.005,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,甲仙取水口(取代四德大橋),甲,2018/3/5 上午 09:50:00,1511,3.3,31.0,23.3,8.18,458,--,9.1,106.7,<1.0,13.2,428,17000,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,甲仙取水口(取代四德大橋),甲,2018/2/2 上午 09:50:00,1511,1.0,21.5,18.7,8.28,457,--,9.4,103.3,<1.0,<4.0,4.0,130,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,甲仙取水口(取代四德大橋),甲,2018/1/10 上午 09:50:00,1511,3.3,15.4,16.9,8.36,421,--,9.3,96.8,<1.0,10.4,475,1100,0.04,--,0.159,1.36,0.86,0.008,<0.001,0.011,<0.002,0.0011,<0.0003,0.009,0.038,0.369,<0.001,--,<0.001,--,--,--,--
高屏溪流域,高屏溪,高雄市,大津橋,甲,2018/12/4 上午 11:30:00,1338,1.0,32.4,24.0,8.26,518,--,7.9,95.1,<1.0,4.8,4.9,95,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,大津橋,甲,2018/11/6 上午 11:30:00,1338,1.0,30.7,25.0,8.12,437,--,8.0,97.4,<1.0,<4.0,18.8,60,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,大津橋,甲,2018/10/1 上午 11:30:00,1338,3.3,31.3,25.3,8.12,385,--,8.2,100.0,<1.0,13.4,642,500,0.02,--,0.022,--,0.16,--,<0.001,0.011,<0.002,0.0052,<0.0003,0.008,0.034,0.406,<0.001,0.010,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,大津橋,甲,2018/9/21 下午 12:10:00,1338,3.3,34.6,26.4,8.22,398,--,8.0,99.6,<1.0,24.7,1630,50,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,大津橋,甲,2018/8/1 上午 11:25:00,1338,3.3,31.1,27.9,8.26,414,--,7.6,99.3,<1.0,7.6,350,150,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,大津橋,甲,2018/7/17 上午 11:40:00,1338,3.3,31.6,27.5,8.23,475,--,7.8,98.6,<1.0,16.1,720,650,0.03,--,0.076,--,0.35,--,<0.001,0.013,<0.002,0.0058,<0.0003,0.012,0.037,0.471,<0.001,0.012,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,大津橋,甲,2018/6/1 上午 11:30:00,1338,2.3,35.2,31.3,8.12,582,--,7.1,97.6,<1.0,4.2,71.4,750,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,大津橋,甲,2018/5/2 上午 11:40:00,1338,1.0,31.9,30.0,8.10,545,--,7.5,100.4,<1.0,<4.0,6.8,1500,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,大津橋,甲,2018/4/2 上午 11:25:00,1338,1.0,28.6,24.8,8.23,548,--,8.2,100.6,<1.0,<4.0,2.2,120,<0.01,--,0.019,--,0.05,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.003,0.050,<0.001,<0.005,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,大津橋,甲,2018/3/5 上午 11:22:00,1338,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,河道水深不足未採樣(小於10公分有擾動底泥疑慮者)
高屏溪流域,高屏溪,高雄市,大津橋,甲,2018/2/2 上午 11:40:00,1338,1.0,25.0,23.1,8.24,527,--,8.1,95.4,<1.0,<4.0,6.8,40,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,大津橋,甲,2018/1/10 上午 11:42:00,1338,3.3,17.8,19.3,8.22,520,--,8.6,94.3,<1.0,12.4,522,1500,<0.01,--,0.187,1.08,0.26,0.001,<0.001,0.009,<0.002,0.0007,<0.0003,0.007,0.054,1.56,<0.001,--,<0.001,--,--,--,--
高屏溪流域,高屏溪,屏東縣,隘寮堰,甲,2018/3/5 上午 10:53:00,1654,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,無水可採
高屏溪流域,高屏溪,屏東縣,隘寮堰,甲,2018/2/2 上午 09:19:00,1654,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,無水可採
高屏溪流域,高屏溪,屏東縣,隘寮堰,甲,2018/1/10 上午 11:20:00,1654,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,無水可採
高屏溪流域,高屏溪,屏東縣,南華大橋,乙,2018/3/5 上午 11:32:00,1339,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,無水可採
高屏溪流域,高屏溪,屏東縣,南華大橋,乙,2018/2/2 上午 09:50:00,1339,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,河道水深不足未採樣(小於10公分有擾動底泥疑慮者)
高屏溪流域,高屏溪,屏東縣,南華大橋,乙,2018/1/10 下午 12:20:00,1339,3.3,20.2,19.5,8.22,457,--,9.0,98.1,<1.0,4.5,349,6900,<0.01,--,0.092,0.59,0.27,0.005,<0.001,0.009,<0.002,0.0015,<0.0003,0.006,0.025,0.363,<0.001,--,<0.001,--,--,--,--
高屏溪流域,高屏溪,高雄市,里嶺大橋(取代嶺口橋),乙,2018/12/4 下午 02:00:00,1201,2.3,32.8,26.9,8.15,635,--,8.5,106.5,1.7,8.0,51.5,13000,0.24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,里嶺大橋(取代嶺口橋),乙,2018/11/6 下午 01:20:00,1201,2.3,32.0,28.3,8.06,507,--,8.4,107.9,1.3,5.0,97.5,20000,0.19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,里嶺大橋(取代嶺口橋),乙,2018/10/1 下午 01:40:00,1201,3.3,35.1,28.9,8.04,534,--,7.5,97.5,<1.0,17.1,911,2100,0.02,--,0.030,--,0.79,--,<0.001,0.012,<0.002,0.0074,<0.0003,0.011,0.046,0.500,<0.001,0.015,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,里嶺大橋(取代嶺口橋),乙,2018/9/21 下午 01:40:00,1201,3.3,34.2,28.6,8.12,379,--,7.6,99.4,<1.0,56.2,3500,8000,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,里嶺大橋(取代嶺口橋),乙,2018/8/1 下午 01:40:00,1201,3.3,37.2,30.5,8.12,444,--,7.2,97.2,<1.0,11.5,468,14000,0.14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,里嶺大橋(取代嶺口橋),乙,2018/7/17 下午 01:45:00,1201,3.3,38.3,31.5,8.08,461,--,6.8,92.7,<1.0,11.4,753,13000,0.02,--,0.248,--,0.39,--,<0.001,0.012,<0.002,0.0064,<0.0003,0.009,0.037,0.392,<0.001,0.012,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,里嶺大橋(取代嶺口橋),乙,2018/6/1 下午 01:30:00,1201,3.3,32.4,32.4,8.08,587,--,7.4,103.0,1.7,10.4,220,73000,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,里嶺大橋(取代嶺口橋),乙,2018/5/2 下午 01:30:00,1201,3.3,35.4,32.5,8.15,611,--,7.6,104.9,1.7,9.2,110,110000,0.12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,里嶺大橋(取代嶺口橋),乙,2018/4/2 下午 01:30:00,1201,2.3,30.4,27.7,8.17,589,--,8.6,109.4,1.7,7.6,92.5,28000,0.11,--,0.086,--,0.46,--,<0.001,<0.003,<0.002,0.0020,<0.0003,0.003,0.012,0.106,<0.001,<0.005,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,里嶺大橋(取代嶺口橋),乙,2018/3/5 下午 02:20:00,1201,3.3,34.0,30.4,8.02,565,--,8.0,106.0,1.2,9.8,190,20000,0.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,里嶺大橋(取代嶺口橋),乙,2018/2/2 下午 02:25:00,1201,3.3,21.4,21.8,8.00,537,--,8.5,97.5,1.0,8.1,273,280000,0.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,里嶺大橋(取代嶺口橋),乙,2018/1/10 下午 02:20:00,1201,3.3,18.3,18.3,8.12,440,--,9.0,95.6,<1.0,69.5,2870,7500,0.06,--,0.610,1.06,0.44,0.010,<0.001,0.039,<0.002,0.0030,<0.0003,0.036,0.134,1.61,<0.001,--,<0.001,--,--,--,--
高屏溪流域,高屏溪,高雄市,新發大橋,甲,2018/12/4 上午 09:40:00,1509,1.0,28.8,20.1,8.37,506,--,9.0,99.8,<1.0,<4.0,12.7,650,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,新發大橋,甲,2018/11/6 上午 09:40:00,1509,1.5,23.6,21.6,8.06,442,--,8.7,100.3,<1.0,<4.0,37.8,35,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,新發大橋,甲,2018/10/1 上午 09:40:00,1509,3.3,28.6,22.4,8.07,397,--,8.7,102.1,<1.0,20.0,909,200,0.03,--,0.022,--,0.17,--,<0.001,0.017,<0.002,0.0091,<0.0003,0.013,0.053,0.575,<0.001,0.018,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,新發大橋,甲,2018/9/21 上午 09:40:00,1509,3.3,32.9,22.5,8.19,336,--,8.7,101.3,<1.0,70.9,3790,1000,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,新發大橋,甲,2018/8/1 上午 09:40:00,1509,3.3,32.5,24.9,8.28,440,--,8.2,103.6,<1.0,9.6,383,650,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,新發大橋,甲,2018/7/17 上午 09:45:00,1509,3.3,29.8,24.4,8.09,454,--,8.1,97.9,<1.0,11.4,750,650,0.07,--,0.068,--,0.26,--,<0.001,0.015,<0.002,0.0045,<0.0003,0.017,0.054,0.310,<0.001,0.022,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,新發大橋,甲,2018/6/1 上午 09:40:00,1509,1.5,31.1,26.3,8.01,524,--,7.9,101.7,<1.0,<4.0,35.6,550,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,新發大橋,甲,2018/5/2 上午 09:40:00,1509,2.3,29.6,23.7,8.12,477,--,8.5,101.3,<1.0,<4.0,87.3,35,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,新發大橋,甲,2018/4/2 上午 09:40:00,1509,1.5,26.4,22.1,8.12,548,--,8.6,102.2,<1.0,<4.0,26.8,170,<0.01,--,0.046,--,0.08,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,0.001,0.022,0.062,<0.001,<0.005,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,新發大橋,甲,2018/3/5 上午 09:40:00,1509,3.3,30.9,22.6,8.36,670,--,8.6,100.2,<1.0,77.4,2030,1100,0.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,新發大橋,甲,2018/2/2 上午 09:45:00,1509,3.3,23.2,18.7,8.27,489,--,8.7,96.5,<1.0,<4.0,806,450,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,新發大橋,甲,2018/1/10 上午 09:40:00,1509,3.3,17.0,15.8,8.29,387,--,9.2,93.4,1.1,61.2,3160,2500,0.05,--,0.761,1.59,0.29,0.006,<0.001,0.033,<0.002,0.0036,<0.0003,0.028,0.154,1.79,<0.001,--,0.0012,--,--,--,--
高屏溪流域,高屏溪,高雄市,月眉橋,乙,2018/12/4 上午 11:10:00,1204,1.0,32.5,24.2,8.36,466,--,8.8,105.2,1.1,<4.0,5.5,700,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,月眉橋,乙,2018/11/6 上午 10:45:00,1204,1.0,32.0,27.0,8.41,430,--,8.1,102.4,<1.0,<4.0,16.8,9500,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,月眉橋,乙,2018/10/1 上午 11:10:00,1204,1.0,34.3,28.7,8.21,552,--,8.7,112.9,<1.0,<4.0,6.4,130,<0.01,--,0.026,--,3.06,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.002,0.008,<0.001,<0.005,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,月眉橋,乙,2018/9/21 上午 10:43:00,1204,3.3,34.5,28.5,8.30,367,--,8.0,104.2,<1.0,<4.0,104,1600,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,月眉橋,乙,2018/8/1 上午 11:10:00,1204,2.3,32.5,27.7,8.39,427,--,7.9,102.0,<1.0,<4.0,80.2,2200,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,月眉橋,乙,2018/7/17 上午 11:10:00,1204,2.3,33.7,29.2,8.36,428,--,7.4,97.2,<1.0,<4.0,90.6,6100,<0.01,--,0.068,--,0.43,--,<0.001,<0.003,<0.002,0.0010,<0.0003,0.004,0.014,0.066,<0.001,<0.005,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,月眉橋,乙,2018/6/1 上午 11:03:00,1204,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,月眉橋,乙,2018/5/2 上午 10:55:00,1204,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
高屏溪流域,高屏溪,高雄市,月眉橋,乙,2018/4/2 上午 10:35:00,1204,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,無水可採
高屏溪流域,高屏溪,高雄市,月眉橋,乙,2018/3/5 上午 10:40:00,1204,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,無水可採
