採樣分區,縣市,測站名稱,水體分類等級,採樣日期,測站編號,卡爾森指數,採樣深度,氣溫,水溫,酸鹼值,導電度,溶氧(滴定法),溶氧(電極法),溶氧飽和度,透明度,葉綠素a,總磷,正磷酸鹽,濁度,懸浮固體,化學需氧量,氨氮,總硬度,總鹼度,硝酸鹽氮,亞硝酸鹽氮,總有機碳,有機氮,總凱氏氮,備註
,,,,,,,m,℃,℃,,μmho/cm25℃,mg/L,mg/L,%,m,μg/L,mg/L,mg/L,NTU,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L
永和山水庫,苗栗縣,永和山水庫一,甲,2018/8/7 上午 09:40:00,2153,43,0.5,32.0,31.3,8.96,223,--,9.3,128.0,3.6,5.3,0.012,--,3.7,3.8,9.3,0.04,--,--,--,--,2.11,--,--
永和山水庫,苗栗縣,永和山水庫一,甲,2018/8/7 上午 09:53:00,2153,--,15.8,32.0,27.1,7.92,247,--,0.6,8.1,--,2.6,0.013,--,2.2,2.3,7.8,0.03,--,--,--,--,1.72,--,--
永和山水庫,苗栗縣,永和山水庫一,甲,2018/8/7 上午 10:10:00,2153,--,30.5,32.0,20.3,7.81,258,--,0.7,8.0,--,0.6,0.019,--,2.3,2.3,<4.0,0.03,--,--,--,--,1.67,--,--
永和山水庫,苗栗縣,永和山水庫一,甲,2018/7/9 上午 10:00:00,2153,42,0.5,30.0,29.9,8.74,306,--,8.7,115.6,2.8,2.9,0.011,--,2.2,2.2,9.6,0.04,--,--,--,--,1.54,--,--
永和山水庫,苗栗縣,永和山水庫一,甲,2018/7/9 上午 10:11:00,2153,--,16.1,30.0,27.3,7.89,245,--,3.1,39.8,--,1.9,0.014,--,1.9,1.9,<4.0,0.02,--,--,--,--,1.58,--,--
永和山水庫,苗栗縣,永和山水庫一,甲,2018/7/9 上午 10:24:00,2153,--,31.1,30.0,18.4,7.73,257,--,1.7,18.8,--,1.1,0.017,--,1.9,1.8,5.6,0.03,--,--,--,--,2.02,--,--
永和山水庫,苗栗縣,永和山水庫一,甲,2018/6/19 上午 09:25:00,2153,43,0.5,27.6,29.0,8.79,226,--,8.5,112.2,2.6,4.5,0.011,--,2.1,2.8,7.0,0.02,--,--,--,--,1.78,--,--
永和山水庫,苗栗縣,永和山水庫一,甲,2018/6/19 上午 09:40:00,2153,--,12.8,27.6,25.5,7.96,243,--,4.6,56.8,--,2.8,0.015,--,2.5,2.6,4.0,0.03,--,--,--,--,1.39,--,--
永和山水庫,苗栗縣,永和山水庫一,甲,2018/6/19 上午 10:00:00,2153,--,24.5,27.6,17.8,7.60,256,--,1.9,20.0,--,1.3,0.018,--,2.1,1.8,5.0,0.02,--,--,--,--,1.07,--,--
永和山水庫,苗栗縣,永和山水庫一,甲,2018/5/16 上午 09:30:00,2153,42,0.5,30.5,28.8,8.82,228,--,9.0,118.0,2.8,2.9,0.012,--,2.0,2.3,6.3,0.05,--,--,--,--,1.88,--,--
永和山水庫,苗栗縣,永和山水庫一,甲,2018/5/16 上午 09:41:00,2153,--,11.3,30.5,25.1,8.42,230,--,8.8,108.2,--,2.7,0.012,--,2.8,2.8,4.3,0.08,--,--,--,--,1.45,--,--
永和山水庫,苗栗縣,永和山水庫一,甲,2018/5/16 上午 09:54:00,2153,--,21.5,30.5,19.8,7.67,257,--,3.8,42.6,--,2.6,0.018,--,1.9,1.8,4.3,0.04,--,--,--,--,1.83,--,--
永和山水庫,苗栗縣,永和山水庫一,甲,2018/4/17 上午 09:00:00,2153,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,因突發狀況無法採樣
永和山水庫,苗栗縣,永和山水庫一,甲,2018/4/17 上午 09:00:00,2153,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,因突發狀況無法採樣
永和山水庫,苗栗縣,永和山水庫一,甲,2018/4/17 上午 09:00:00,2153,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,因突發狀況無法採樣
永和山水庫,苗栗縣,永和山水庫一,甲,2018/3/21 上午 08:25:00,2153,43,0.5,16.6,19.1,7.84,278,--,10.3,111.8,2.2,1.7,0.016,--,2.0,4.6,5.3,<0.01,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫一,甲,2018/3/21 上午 08:25:00,2153,--,17.0,16.6,18.0,8.49,242,--,10.6,113.2,--,1.4,0.009,--,1.6,5.6,6.0,<0.01,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫一,甲,2018/3/21 上午 08:25:00,2153,--,33.0,16.6,15.4,8.20,244,--,6.8,69.4,--,0.6,0.008,--,0.90,1.4,<4.0,<0.01,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫一,甲,2018/2/5 上午 09:33:00,2153,45,0.5,9.0,13.5,7.94,296,--,9.0,86.6,1.8,4.3,0.011,--,4.4,3.5,<4.0,0.04,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫一,甲,2018/2/5 上午 09:49:00,2153,--,13.1,9.0,13.5,7.96,242,--,9.0,85.9,--,3.8,0.012,--,4.2,3.7,5.0,0.03,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫一,甲,2018/2/5 上午 10:10:00,2153,--,25.2,9.0,13.9,8.02,240,--,9.3,90.0,--,2.9,0.022,--,4.5,3.8,<4.0,0.03,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫一,甲,2018/1/19 上午 08:30:00,2153,42,0.5,17.1,17.8,8.24,250,--,9.7,102.0,1.6,2.2,0.008,--,4.3,4.3,<4.0,<0.01,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫一,甲,2018/1/19 上午 08:30:00,2153,--,17.5,17.1,16.1,7.78,242,--,8.3,84.5,--,0.8,0.008,--,5.0,4.0,<4.0,0.01,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫一,甲,2018/1/19 上午 08:30:00,2153,--,34.0,17.1,15.6,7.68,241,--,7.8,79.1,--,0.1,0.022,--,5.0,3.7,<4.0,<0.01,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫二,甲,2018/12/12 上午 11:00:00,2154,43,0.5,20.4,21.2,8.07,246,--,7.4,83.6,2.8,4.0,0.012,--,2.5,2.5,<4.0,0.03,--,--,--,--,0.34,--,--
永和山水庫,苗栗縣,永和山水庫二,甲,2018/11/8 上午 10:57:00,2154,46,0.5,28.3,25.5,8.68,241,--,9.4,115.3,2.4,7.0,0.012,--,2.0,3.2,<4.0,0.03,--,--,--,--,1.11,--,--
永和山水庫,苗栗縣,永和山水庫二,甲,2018/10/16 上午 10:02:00,2154,46,0.5,26.2,26.0,8.56,232,--,8.5,105.8,2.4,6.2,0.013,--,1.9,1.8,7.0,0.03,--,--,--,--,1.31,--,--
永和山水庫,苗栗縣,永和山水庫二,甲,2018/9/21 上午 10:30:00,2154,46,0.5,32.5,30.6,8.86,218,--,9.3,124.5,2.6,7.6,0.013,--,2.7,2.0,11.3,0.02,--,--,--,--,1.46,--,--
永和山水庫,苗栗縣,永和山水庫二,甲,2018/8/7 上午 10:48:00,2154,43,0.5,33.3,31.1,8.93,216,--,9.2,125.6,2.8,4.1,0.011,--,2.6,3.0,7.8,0.02,--,--,--,--,2.41,--,--
永和山水庫,苗栗縣,永和山水庫二,甲,2018/7/9 上午 10:58:00,2154,44,0.5,31.0,29.7,8.70,221,--,8.8,116.4,2.8,5.0,0.012,--,2.1,2.0,9.1,0.02,--,--,--,--,2.43,--,--
永和山水庫,苗栗縣,永和山水庫二,甲,2018/6/19 上午 10:38:00,2154,45,0.5,28.7,29.0,8.81,226,--,8.7,114.8,2.4,5.6,0.012,--,3.2,3.0,5.0,0.02,--,--,--,--,1.85,--,--
永和山水庫,苗栗縣,永和山水庫二,甲,2018/5/16 上午 10:25:00,2154,42,0.5,31.5,29.5,8.82,225,--,9.0,118.3,3.0,3.1,0.012,--,2.0,1.9,4.8,0.03,--,--,--,--,1.91,--,--
永和山水庫,苗栗縣,永和山水庫二,甲,2018/4/17 上午 09:00:00,2154,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,因突發狀況無法採樣
永和山水庫,苗栗縣,永和山水庫二,甲,2018/3/21 上午 08:55:00,2154,46,0.5,16.6,19.3,8.65,241,--,10.1,111.5,1.8,3.8,0.016,--,1.6,2.6,4.2,<0.01,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫二,甲,2018/2/5 上午 10:50:00,2154,48,0.5,9.2,13.6,7.96,242,--,9.1,87.2,1.8,7.8,0.013,--,3.7,3.2,7.3,0.03,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫二,甲,2018/1/19 上午 09:23:00,2154,43,0.5,17.4,18.6,8.41,238,--,10.5,112.9,2.0,2.8,0.010,--,4.2,3.7,<4.0,<0.01,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫三,甲,2018/12/12 上午 10:40:00,2155,46,0.5,20.4,21.1,8.19,242,--,7.8,87.4,2.4,5.3,0.015,--,2.5,2.6,<4.0,0.04,--,--,--,--,0.50,--,--
永和山水庫,苗栗縣,永和山水庫三,甲,2018/11/8 上午 10:39:00,2155,48,0.5,27.7,25.1,8.70,238,--,9.5,116.0,2.2,7.8,0.015,--,2.5,3.6,<4.0,0.03,--,--,--,--,1.04,--,--
永和山水庫,苗栗縣,永和山水庫三,甲,2018/10/16 上午 09:45:00,2155,47,0.5,26.2,26.1,8.50,230,--,8.3,103.4,2.6,7.5,0.015,--,1.8,1.8,<4.0,0.03,--,--,--,--,1.43,--,--
永和山水庫,苗栗縣,永和山水庫三,甲,2018/9/21 上午 10:11:00,2155,47,0.5,32.5,30.3,8.77,220,--,8.9,118.6,2.2,6.1,0.015,--,2.2,1.9,15.3,0.03,--,--,--,--,2.71,--,--
永和山水庫,苗栗縣,永和山水庫三,甲,2018/8/7 上午 10:32:00,2155,46,0.5,33.1,31.4,8.96,217,--,9.5,130.0,2.6,6.1,0.015,--,4.1,4.0,9.3,0.03,--,--,--,--,2.27,--,--
永和山水庫,苗栗縣,永和山水庫三,甲,2018/7/9 上午 10:41:00,2155,44,0.5,30.5,29.0,8.73,227,--,9.0,118.0,2.8,3.8,0.016,--,3.1,3.0,7.1,0.03,--,--,--,--,1.73,--,--
永和山水庫,苗栗縣,永和山水庫三,甲,2018/6/19 上午 10:20:00,2155,45,0.5,28.3,28.8,8.80,226,--,8.6,113.6,2.6,4.2,0.015,--,2.2,1.9,17.0,0.03,--,--,--,--,2.10,--,--
永和山水庫,苗栗縣,永和山水庫三,甲,2018/5/16 上午 10:09:00,2155,44,0.5,30.9,28.7,8.82,222,--,9.0,117.0,2.6,2.7,0.016,--,2.9,2.6,6.3,0.04,--,--,--,--,1.99,--,--
永和山水庫,苗栗縣,永和山水庫三,甲,2018/4/17 上午 09:00:00,2155,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,因突發狀況無法採樣
永和山水庫,苗栗縣,永和山水庫三,甲,2018/3/21 上午 08:45:00,2155,44,0.5,16.6,19.4,8.63,245,--,10.6,115.3,2.0,4.9,0.009,--,1.4,2.4,4.4,<0.01,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫三,甲,2018/2/5 上午 10:35:00,2155,47,0.5,9.4,14.0,7.90,241,--,8.7,84.2,1.7,4.9,0.015,--,4.7,4.0,<4.0,0.04,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫三,甲,2018/1/19 上午 09:10:00,2155,45,0.5,17.3,18.1,8.28,239,--,10.4,111.0,1.6,3.5,0.012,--,5.7,2.7,<4.0,<0.01,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2018/12/13 下午 01:40:00,2156,43,0.5,25.5,25.1,8.10,356,--,7.7,93.3,3.4,4.0,0.014,--,1.7,1.9,7.3,0.07,--,--,--,--,3.24,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2018/12/13 下午 01:53:00,2156,--,18.7,25.5,24.4,8.08,355,--,7.2,86.2,--,1.4,0.013,--,2.2,2.4,7.8,0.05,--,--,--,--,2.40,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2018/11/22 下午 02:45:00,2156,50,0.5,25.3,26.8,8.12,360,--,7.5,94.4,2.6,9.3,0.025,--,1.7,1.6,10.8,0.03,--,--,--,--,1.85,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2018/11/22 下午 03:02:00,2156,--,21.5,25.3,26.4,7.99,357,--,6.8,84.2,--,7.5,0.026,--,2.2,2.0,8.8,0.03,--,--,--,--,1.50,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2018/10/11 上午 09:14:00,2156,42,0.5,24.9,28.7,8.12,358,--,6.9,89.8,3.0,3.7,0.010,--,2.1,2.0,5.0,0.04,--,--,--,--,1.52,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2018/10/11 上午 09:26:00,2156,--,22.1,24.9,27.9,7.68,357,--,4.0,51.8,--,2.3,0.020,--,1.7,1.6,<4.0,0.02,--,--,--,--,1.68,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2018/9/13 上午 09:20:00,2156,43,0.5,30.6,30.0,8.32,356,--,8.5,112.8,3.0,4.7,0.011,--,1.5,1.4,8.5,0.03,--,--,--,--,1.30,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2018/9/13 上午 09:33:00,2156,--,22.1,30.6,28.8,7.70,357,--,6.4,83.8,--,1.6,0.011,--,2.7,2.0,6.0,0.03,--,--,--,--,1.88,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2018/8/14 上午 09:10:00,2156,47,0.5,31.8,30.8,8.26,395,--,7.8,107.4,2.4,5.8,0.017,--,3.2,3.4,9.5,0.03,--,--,--,--,2.34,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2018/8/14 上午 09:22:00,2156,--,18.4,31.8,29.2,7.68,396,--,5.0,66.6,--,1.7,0.018,--,2.1,2.0,6.0,0.03,--,--,--,--,2.71,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2018/7/12 下午 01:45:00,2156,44,0.5,32.0,29.9,8.51,409,--,8.6,114.0,2.6,4.0,0.014,--,3.3,3.4,8.4,0.05,--,--,--,--,2.19,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2018/7/12 下午 01:57:00,2156,--,21.5,32.0,28.2,7.97,406,--,5.2,68.0,--,2.2,0.018,--,2.6,1.8,8.9,0.05,--,--,--,--,1.64,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2018/6/7 下午 01:50:00,2156,48,0.5,30.4,33.6,8.44,406,--,7.8,111.6,1.8,7.9,0.013,--,3.3,3.2,10.4,0.05,--,--,--,--,3.31,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2018/6/7 下午 02:05:00,2156,--,12.0,30.4,32.0,8.24,400,--,5.3,73.4,--,7.6,0.013,--,3.8,3.4,8.9,0.05,--,--,--,--,2.77,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2018/5/9 上午 10:05:00,2156,47,0.5,24.2,28.0,8.60,397,--,8.2,104.8,3.0,8.8,0.016,--,3.4,3.0,8.0,0.03,--,--,--,--,2.42,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2018/5/9 上午 10:15:00,2156,--,15.2,24.2,27.8,8.11,401,--,5.2,66.9,--,3.1,0.018,--,2.5,2.0,6.0,0.05,--,--,--,--,1.87,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2018/4/13 下午 01:55:00,2156,43,0.5,29.5,28.2,8.54,412,--,8.7,112.0,3.2,4.1,0.012,--,2.6,2.5,6.3,0.03,--,--,--,--,2.47,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2018/4/13 下午 02:09:00,2156,--,16.1,29.5,25.1,8.20,400,--,7.5,91.7,--,2.8,0.015,--,2.2,2.2,5.3,0.04,--,--,--,--,2.28,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2018/3/16 上午 10:30:00,2156,43,0.5,23.0,22.7,8.64,411,--,7.7,90.2,2.2,2.5,0.014,--,1.3,1.4,8.1,<0.01,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2018/3/16 上午 10:35:00,2156,--,17.3,23.0,21.5,8.49,387,--,6.6,75.0,--,2.6,0.016,--,1.4,1.9,6.0,<0.01,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2018/2/6 上午 10:37:00,2156,53,0.5,14.2,17.7,8.73,376,--,9.3,98.8,1.8,16.2,0.021,--,2.1,3.3,5.0,<0.01,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2018/2/6 上午 10:41:00,2156,--,15.5,14.2,18.2,8.64,377,--,9.2,96.5,--,12.1,0.022,--,2.6,5.6,6.8,<0.01,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2018/1/24 上午 10:29:00,2156,49,0.5,24.2,21.4,8.67,380,--,9.0,101.5,2.4,8.6,0.022,--,1.6,3.7,5.9,0.01,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2018/1/24 上午 10:33:00,2156,--,18.1,24.2,20.7,8.44,385,--,7.0,78.8,--,11.0,0.020,--,2.1,3.6,5.7,0.02,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2018/12/13 下午 02:10:00,2157,42,0.5,25.2,24.9,8.12,355,--,7.6,92.1,3.4,3.4,0.012,--,1.4,1.5,5.8,0.08,--,--,--,--,1.76,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2018/12/13 下午 02:21:00,2157,--,15.6,25.2,24.4,8.08,354,--,7.2,86.2,--,3.2,0.015,--,1.9,2.0,4.8,0.10,--,--,--,--,1.45,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2018/11/22 下午 03:16:00,2157,47,0.5,25.0,26.4,8.12,356,--,7.6,95.2,2.8,7.4,0.018,--,1.8,2.5,9.8,0.02,--,--,--,--,1.64,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2018/11/22 下午 03:26:00,2157,--,17.5,25.0,26.3,7.99,357,--,6.7,83.0,--,7.1,0.024,--,1.7,1.5,6.3,0.05,--,--,--,--,0.85,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2018/10/11 上午 09:39:00,2157,44,0.5,25.2,28.2,8.08,357,--,6.9,88.4,3.2,4.6,0.016,--,1.3,1.3,<4.0,0.03,--,--,--,--,1.69,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2018/10/11 上午 09:48:00,2157,--,19.0,25.2,28.0,7.72,356,--,4.4,56.0,--,4.6,0.011,--,1.5,1.4,4.5,0.02,--,--,--,--,1.63,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2018/9/13 上午 09:50:00,2157,41,0.5,30.2,29.6,8.26,355,--,8.1,106.4,3.4,4.4,0.008,--,2.3,1.8,9.0,0.03,--,--,--,--,1.64,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2018/9/13 上午 10:01:00,2157,--,18.5,30.2,28.8,7.72,356,--,5.2,68.0,--,2.2,0.011,--,2.2,1.3,6.0,0.02,--,--,--,--,1.88,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2018/8/14 上午 09:37:00,2157,46,0.5,32.1,31.0,8.38,392,--,8.3,114.2,2.4,5.8,0.014,--,2.8,3.1,9.5,0.03,--,--,--,--,2.83,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2018/8/14 上午 09:49:00,2157,--,18.0,32.1,29.2,7.76,397,--,4.9,64.8,--,2.9,0.017,--,2.8,2.8,6.5,0.07,--,--,--,--,2.64,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2018/7/12 下午 02:16:00,2157,44,0.5,32.0,29.5,8.58,400,--,8.7,114.9,2.6,5.6,0.010,--,3.0,2.9,9.9,0.03,--,--,--,--,2.44,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2018/7/12 下午 02:28:00,2157,--,18.8,32.0,27.9,7.94,405,--,5.5,71.2,--,2.1,0.012,--,2.8,2.5,7.9,0.03,--,--,--,--,1.72,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2018/6/7 下午 02:23:00,2157,46,0.5,30.4,33.1,8.50,395,--,8.1,114.2,1.8,9.6,0.007,--,3.0,3.0,5.9,0.03,--,--,--,--,2.68,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2018/6/7 下午 02:38:00,2157,--,9.0,30.4,32.3,8.38,398,--,7.2,100.8,--,9.3,0.014,--,3.4,3.7,7.9,0.06,--,--,--,--,3.04,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2018/5/9 上午 10:33:00,2157,46,0.5,24.1,28.3,8.61,395,--,8.5,109.7,2.4,10.2,0.010,--,2.8,2.5,6.0,0.03,--,--,--,--,2.16,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2018/5/9 上午 10:42:00,2157,--,12.0,24.1,27.8,7.96,401,--,4.7,59.6,--,2.6,0.013,--,2.4,2.1,6.5,0.02,--,--,--,--,2.19,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2018/4/13 下午 02:19:00,2157,39,0.5,29.1,27.1,8.59,399,--,8.8,111.0,3.2,3.3,0.007,--,1.9,1.9,9.8,0.02,--,--,--,--,2.49,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2018/4/13 下午 02:32:00,2157,--,12.9,29.1,24.9,8.40,396,--,7.0,84.8,--,3.0,0.012,--,1.7,1.6,6.8,0.06,--,--,--,--,2.44,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2018/3/16 上午 10:46:00,2157,42,0.5,23.2,22.3,8.61,385,--,7.9,91.8,2.8,2.2,0.013,--,1.1,1.4,5.3,<0.01,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2018/3/16 上午 10:50:00,2157,--,14.8,23.2,21.5,8.38,389,--,6.6,75.3,--,1.4,0.020,--,1.7,1.5,5.6,<0.01,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2018/2/6 上午 10:52:00,2157,52,0.5,14.4,18.0,8.63,375,--,9.3,97.7,1.8,13.8,0.021,--,2.5,5.8,5.5,0.02,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2018/2/6 上午 10:56:00,2157,--,12.1,14.4,18.0,8.60,374,--,9.2,97.2,--,14.1,0.020,--,2.3,5.6,5.9,<0.01,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2018/1/24 上午 10:43:00,2157,48,0.5,24.4,21.0,8.71,379,--,9.8,110.7,2.3,7.0,0.020,--,1.6,2.9,7.7,<0.01,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2018/1/24 上午 10:47:00,2157,--,14.7,24.4,20.6,8.48,383,--,7.2,80.2,--,10.8,0.020,--,2.1,3.4,6.6,0.03,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫三,甲,2018/12/13 下午 02:35:00,2158,43,0.5,25.0,24.9,8.10,353,--,7.8,93.8,3.4,3.2,0.016,--,1.8,1.7,4.3,0.09,--,--,--,--,1.58,--,--
蘭潭水庫,嘉義市,蘭潭水庫三,甲,2018/11/22 下午 03:39:00,2158,50,0.5,25.7,26.5,8.14,356,--,7.7,96.6,2.8,9.3,0.028,--,1.4,1.5,10.3,0.03,--,--,--,--,1.66,--,--
蘭潭水庫,嘉義市,蘭潭水庫三,甲,2018/10/11 上午 10:00:00,2158,43,0.5,25.4,28.4,8.20,355,--,7.6,98.2,3.4,6.2,0.011,--,1.5,1.5,<4.0,0.04,--,--,--,--,1.83,--,--
蘭潭水庫,嘉義市,蘭潭水庫三,甲,2018/9/13 上午 10:16:00,2158,43,0.5,30.2,29.7,8.36,355,--,8.4,111.8,3.0,4.2,0.013,--,1.5,1.8,9.5,0.04,--,--,--,--,1.74,--,--
蘭潭水庫,嘉義市,蘭潭水庫三,甲,2018/8/14 上午 10:04:00,2158,45,0.5,31.8,31.5,8.48,392,--,8.6,119.4,2.4,5.6,0.013,--,3.7,3.8,9.5,0.05,--,--,--,--,2.53,--,--
蘭潭水庫,嘉義市,蘭潭水庫三,甲,2018/7/12 下午 02:47:00,2158,47,0.5,31.0,29.0,8.57,398,--,9.0,118.6,2.6,7.7,0.016,--,3.8,3.4,9.9,0.05,--,--,--,--,2.26,--,--
蘭潭水庫,嘉義市,蘭潭水庫三,甲,2018/6/7 下午 02:58:00,2158,46,0.5,30.4,33.0,8.59,393,--,9.0,126.8,1.8,9.1,0.008,--,2.5,2.3,6.9,0.04,--,--,--,--,2.87,--,--
蘭潭水庫,嘉義市,蘭潭水庫三,甲,2018/5/9 上午 10:51:00,2158,48,0.5,24.6,28.4,8.59,394,--,8.6,111.2,2.4,10.5,0.016,--,2.4,2.3,6.0,0.04,--,--,--,--,2.16,--,--
蘭潭水庫,嘉義市,蘭潭水庫三,甲,2018/4/13 下午 02:46:00,2158,41,0.5,28.8,26.8,8.63,397,--,9.0,113.4,2.8,3.3,0.009,--,2.5,2.4,7.8,0.05,--,--,--,--,2.79,--,--
蘭潭水庫,嘉義市,蘭潭水庫三,甲,2018/3/16 上午 11:02:00,2158,41,0.5,23.4,22.3,8.59,384,--,8.3,95.8,2.8,2.1,0.012,--,1.2,1.9,6.5,<0.01,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫三,甲,2018/2/6 上午 11:05:00,2158,53,0.5,14.4,18.1,8.63,375,--,9.3,98.0,1.8,13.6,0.025,--,2.4,5.4,7.0,<0.01,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫三,甲,2018/1/24 上午 10:56:00,2158,47,0.5,24.5,21.3,8.70,378,--,10.0,112.5,2.1,5.4,0.016,--,1.6,2.8,6.1,0.01,--,--,--,--,--,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2018/12/13 上午 09:34:00,2159,46,0.5,21.2,23.9,8.20,367,--,6.7,80.0,2.0,3.1,0.017,--,5.4,5.2,4.3,0.06,--,--,--,--,1.51,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2018/12/13 上午 09:46:00,2159,--,5.8,21.2,24.1,8.24,364,--,6.8,81.5,--,3.1,0.015,--,6.3,6.5,5.3,0.06,--,--,--,--,1.60,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2018/11/22 上午 09:18:00,2159,53,0.5,22.3,25.5,8.28,369,--,6.8,83.8,1.4,6.6,0.036,--,7.4,5.6,8.3,0.04,--,--,--,--,1.09,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2018/11/22 上午 09:32:00,2159,--,7.5,22.3,25.8,8.32,363,--,6.9,85.8,--,6.5,0.022,--,11,8.0,7.3,0.03,--,--,--,--,1.04,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2018/10/11 下午 01:40:00,2159,55,0.5,26.7,29.4,8.82,336,--,10.0,132.2,1.4,18.1,0.024,--,4.8,4.8,5.5,0.03,--,--,--,--,1.25,--,--
