採樣分區,縣市,測站名稱,水體分類等級,採樣日期,測站編號,卡爾森指數,採樣深度,氣溫,水溫,酸鹼值,導電度,溶氧(滴定法),溶氧(電極法),溶氧飽和度,透明度,葉綠素a,總磷,正磷酸鹽,濁度,懸浮固體,化學需氧量,氨氮,總硬度,總鹼度,硝酸鹽氮,亞硝酸鹽氮,總有機碳,有機氮,總凱氏氮,備註
,,,,,,,m,℃,℃,,μmho/cm25℃,mg/L,mg/L,%,m,μg/L,mg/L,mg/L,NTU,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L
日月潭水庫,南投縣,日月潭水庫四,甲,2018/11/1 上午 08:43:00,2137,37,0.5,23.2,24.0,8.33,410,--,7.4,95.6,3.8,1.9,0.007,--,1.2,1.0,5.0,0.03,--,--,--,--,0.63,--,--
日月潭水庫,南投縣,日月潭水庫四,甲,2018/10/2 上午 09:43:00,2137,45,0.5,27.2,25.9,8.34,384,--,7.8,104.4,2.4,2.2,0.025,--,4.1,3.9,<4.0,0.02,--,--,--,--,0.53,--,--
日月潭水庫,南投縣,日月潭水庫四,甲,2018/9/4 上午 09:17:00,2137,47,0.5,27.0,26.6,8.25,373,--,7.4,100.5,1.6,3.9,0.015,--,4.7,4.7,<4.0,0.05,--,--,--,--,1.47,--,--
日月潭水庫,南投縣,日月潭水庫四,甲,2018/8/8 上午 08:35:00,2137,38,0.5,32.8,28.4,8.54,399,--,7.8,109.2,4.4,2.7,0.008,--,1.6,1.7,4.0,0.04,--,--,--,--,1.23,--,--
日月潭水庫,南投縣,日月潭水庫四,甲,2018/7/12 上午 09:37:00,2137,41,0.5,26.4,26.4,8.54,406,--,8.4,114.2,2.0,9.2,0.003,--,4.9,4.4,4.3,0.04,--,--,--,--,1.99,--,--
日月潭水庫,南投縣,日月潭水庫四,甲,2018/6/7 上午 09:58:00,2137,33,0.5,27.3,28.2,8.28,434,--,7.9,110.6,3.6,1.9,0.003,--,1.9,1.9,4.0,0.01,--,--,--,--,1.19,--,--
日月潭水庫,南投縣,日月潭水庫四,甲,2018/5/7 上午 08:49:00,2137,32,0.5,27.4,26.0,8.30,433,--,8.5,114.2,4.4,2.0,0.003,--,1.2,1.2,<4.0,0.01,--,--,--,--,0.94,--,--
日月潭水庫,南投縣,日月潭水庫四,甲,2018/4/12 上午 09:32:00,2137,34,0.5,24.3,23.6,8.36,397,--,8.2,105.4,4.8,1.3,0.006,--,1.2,1.0,<4.0,0.06,--,--,--,--,1.59,--,--
日月潭水庫,南投縣,日月潭水庫四,甲,2018/3/14 上午 09:54:00,2137,39,0.5,22.8,19.5,8.39,422,--,8.3,98.7,3.2,1.2,0.013,--,1.2,2.0,<4.0,<0.01,--,--,--,--,--,--,--
日月潭水庫,南投縣,日月潭水庫四,甲,2018/2/1 上午 09:26:00,2137,37,0.5,15.5,18.2,8.45,432,--,8.7,100.2,3.4,2.0,0.006,--,2.6,2.2,<4.0,0.01,--,--,--,--,--,--,--
日月潭水庫,南投縣,日月潭水庫四,甲,2018/1/16 上午 09:53:00,2137,42,0.5,22.5,20.1,8.30,426,--,8.2,98.5,2.8,2.5,0.013,--,1.5,2.2,4.8,0.03,--,--,--,--,--,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/12/10 上午 09:46:00,2138,39,0.5,23.2,23.3,8.32,437,--,7.7,98.4,3.8,2.5,0.009,--,1.6,1.6,<4.0,0.02,--,--,--,--,0.42,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/12/10 上午 10:01:00,2138,--,18.0,23.2,23.3,8.34,436,--,7.8,98.8,--,1.4,0.010,--,1.6,1.6,<4.0,0.02,--,--,--,--,0.49,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/12/10 上午 10:10:00,2138,--,23.0,23.2,23.2,8.32,437,--,7.6,96.6,--,1.2,0.011,--,3.0,3.0,<4.0,0.02,--,--,--,--,0.53,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/12/10 上午 09:53:00,2138,--,6.0,23.2,23.3,8.32,437,--,7.7,98.0,--,1.6,0.010,--,1.7,2.0,<4.0,0.03,--,--,--,--,0.49,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/11/1 上午 09:00:00,2138,38,0.5,23.1,24.2,8.31,411,--,6.8,88.6,3.4,2.2,0.008,--,1.0,<1.0,4.0,0.03,--,--,--,--,0.73,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/11/1 上午 09:42:00,2138,--,16.2,23.1,24.2,8.30,410,--,6.9,89.2,--,1.9,0.009,--,1.5,1.7,4.5,0.04,--,--,--,--,0.64,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/11/1 上午 09:52:00,2138,--,20.6,23.1,24.3,8.32,410,--,6.8,88.0,--,1.6,0.012,--,1.6,1.5,4.0,0.02,--,--,--,--,0.73,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/11/1 上午 09:10:00,2138,--,5.4,23.1,24.3,8.32,412,--,6.6,85.4,--,2.0,0.009,--,2.2,2.0,4.0,0.03,--,--,--,--,0.62,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/10/2 上午 10:03:00,2138,43,0.5,27.0,25.7,8.39,383,--,8.0,106.4,3.0,2.2,0.019,--,2.1,2.0,<4.0,0.03,--,--,--,--,0.52,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/10/2 上午 10:20:00,2138,--,18.0,27.0,25.4,8.30,384,--,7.7,102.2,--,2.2,0.033,--,5.0,3.2,<4.0,0.02,--,--,--,--,0.53,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/10/2 上午 10:29:00,2138,--,23.0,27.0,25.3,8.28,385,--,7.5,99.4,--,1.7,0.043,--,3.4,4.6,<4.0,0.02,--,--,--,--,0.50,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/10/2 上午 10:12:00,2138,--,6.0,27.0,25.7,8.30,384,--,7.6,101.2,--,2.2,0.017,--,2.3,2.1,<4.0,0.03,--,--,--,--,0.59,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/9/4 上午 09:34:00,2138,46,0.5,27.6,26.6,8.33,374,--,7.7,105.4,2.4,5.6,0.016,--,2.0,2.4,<4.0,0.03,--,--,--,--,1.18,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/9/4 上午 09:56:00,2138,--,18.5,27.6,25.9,8.18,378,--,7.2,96.7,--,2.3,0.013,--,6.7,6.4,<4.0,0.05,--,--,--,--,1.39,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/9/4 上午 10:08:00,2138,--,23.6,27.6,25.6,8.17,379,--,7.2,97.1,--,2.1,0.013,--,6.5,6.2,<4.0,0.03,--,--,--,--,1.31,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/9/4 上午 09:45:00,2138,--,6.2,27.6,26.2,8.15,376,--,7.0,94.7,--,3.1,0.017,--,3.6,3.7,<4.0,0.04,--,--,--,--,1.13,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/8/8 上午 08:52:00,2138,39,0.5,30.3,28.1,8.46,398,--,7.8,109.0,4.6,2.5,0.012,--,1.9,1.8,5.0,0.04,--,--,--,--,1.26,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/8/8 上午 09:13:00,2138,--,16.5,30.3,27.7,8.32,400,--,7.0,96.8,--,2.2,0.006,--,2.0,1.9,<4.0,0.04,--,--,--,--,0.94,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/8/8 上午 09:25:00,2138,--,21.0,30.3,27.7,8.30,401,--,6.8,94.0,--,1.7,0.010,--,2.6,2.4,<4.0,0.03,--,--,--,--,1.16,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/8/8 上午 09:04:00,2138,--,5.5,30.3,27.7,8.38,399,--,7.1,99.2,--,2.3,0.010,--,2.8,2.4,<4.0,0.02,--,--,--,--,1.31,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/7/12 上午 09:53:00,2138,43,0.5,26.6,26.4,8.55,407,--,8.4,113.8,2.2,10.0,0.005,--,3.3,3.4,<4.0,0.04,--,--,--,--,1.35,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/7/12 上午 10:14:00,2138,--,18.8,26.6,25.8,8.26,410,--,7.3,98.0,--,4.4,0.003,--,3.9,3.3,<4.0,0.05,--,--,--,--,1.23,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/7/12 上午 10:26:00,2138,--,24.0,26.6,25.4,8.24,412,--,7.2,95.8,--,3.8,0.007,--,8.7,8.2,<4.0,0.02,--,--,--,--,0.94,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/7/12 上午 10:04:00,2138,--,6.3,26.6,26.0,8.34,407,--,7.5,101.4,--,6.8,0.009,--,3.6,3.5,<4.0,0.02,--,--,--,--,1.69,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/6/7 上午 10:18:00,2138,36,0.5,27.5,27.6,8.25,430,--,8.1,112.5,3.4,2.2,0.005,--,1.6,1.3,<4.0,0.03,--,--,--,--,1.38,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/6/7 上午 10:42:00,2138,--,17.5,27.5,27.2,8.11,433,--,7.0,97.0,--,1.8,<0.002,--,1.8,1.4,<4.0,0.03,--,--,--,--,0.98,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/6/7 上午 10:51:00,2138,--,22.3,27.5,26.7,8.02,432,--,6.5,88.2,--,1.8,0.014,--,2.1,2.5,<4.0,0.04,--,--,--,--,1.16,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/6/7 上午 10:26:00,2138,--,5.8,27.5,27.4,8.18,431,--,7.5,104.2,--,2.2,0.012,--,1.8,1.8,4.0,0.04,--,--,--,--,0.81,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/5/7 上午 09:06:00,2138,41,0.5,27.2,25.3,8.34,428,--,8.3,110.0,4.6,2.2,0.020,--,1.0,<1.0,<4.0,0.02,--,--,--,--,0.87,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/5/7 上午 09:27:00,2138,--,17.7,27.2,23.8,8.22,430,--,7.9,101.6,--,1.6,0.008,--,0.95,1.2,<4.0,0.02,--,--,--,--,0.82,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/5/7 上午 09:37:00,2138,--,22.6,27.2,23.1,8.06,429,--,6.4,81.6,--,1.5,0.021,--,3.0,3.2,<4.0,<0.01,--,--,--,--,0.95,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/5/7 上午 09:16:00,2138,--,5.9,27.2,25.0,8.28,429,--,8.3,108.4,--,2.1,0.006,--,1.0,1.3,<4.0,0.02,--,--,--,--,1.05,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/4/12 上午 09:54:00,2138,37,0.5,24.5,22.9,8.36,397,--,8.3,105.2,4.6,1.8,0.010,--,0.85,<1.0,4.3,0.06,--,--,--,--,1.12,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/4/12 上午 10:24:00,2138,--,17.8,24.5,21.7,8.32,396,--,8.4,103.8,--,1.4,0.004,--,1.4,1.3,<4.0,0.03,--,--,--,--,2.20,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/4/12 上午 10:41:00,2138,--,22.7,24.5,21.4,8.26,399,--,8.4,103.6,--,1.4,0.008,--,2.7,2.6,<4.0,0.05,--,--,--,--,1.48,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/4/12 上午 10:08:00,2138,--,5.9,24.5,22.2,8.30,395,--,8.2,102.8,--,1.7,0.020,--,1.5,1.5,<4.0,0.03,--,--,--,--,1.35,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/3/14 上午 10:05:00,2138,35,0.5,23.0,19.9,8.34,422,--,8.4,101.1,4.6,0.9,0.011,--,0.85,1.4,<4.0,<0.01,--,--,--,--,--,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/3/14 上午 10:14:00,2138,--,21.2,23.0,19.2,8.29,422,--,8.4,100.9,--,1.0,0.017,--,1.2,2.1,<4.0,<0.01,--,--,--,--,--,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/3/14 上午 10:21:00,2138,--,27.2,23.0,19.2,8.27,421,--,8.3,100.2,--,1.2,0.014,--,1.5,1.6,<4.0,0.01,--,--,--,--,--,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/3/14 上午 10:08:00,2138,--,7.0,23.0,19.4,8.27,421,--,8.5,102.4,--,1.0,0.015,--,1.0,1.4,<4.0,<0.01,--,--,--,--,--,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/2/1 上午 10:10:00,2138,37,0.5,16.0,18.2,8.40,428,--,8.6,99.3,4.0,1.5,0.009,--,3.5,2.8,<4.0,0.05,--,--,--,--,--,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/2/1 上午 10:34:00,2138,--,17.6,16.0,18.6,8.43,430,--,8.6,100.8,--,1.9,0.008,--,2.5,1.7,<4.0,0.01,--,--,--,--,--,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/2/1 上午 10:48:00,2138,--,22.5,16.0,18.2,8.46,428,--,8.8,101.5,--,1.7,0.008,--,4.7,3.0,<4.0,0.03,--,--,--,--,--,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/2/1 上午 10:21:00,2138,--,5.9,16.0,18.7,8.43,430,--,8.6,100.2,--,1.9,0.010,--,2.6,2.1,<4.0,0.02,--,--,--,--,--,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/1/16 上午 10:17:00,2138,38,0.5,23.3,20.4,8.30,425,--,8.3,100.7,4.0,2.0,0.010,--,1.5,1.6,<4.0,0.04,--,--,--,--,--,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/1/16 上午 10:09:00,2138,--,17.4,23.3,20.1,8.28,425,--,8.3,100.5,--,1.8,0.010,--,1.4,1.4,<4.0,<0.01,--,--,--,--,--,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/1/16 上午 10:04:00,2138,--,22.2,23.3,19.9,8.29,425,--,8.4,100.4,--,2.1,0.011,--,2.3,2.5,<4.0,0.03,--,--,--,--,--,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2018/1/16 上午 10:13:00,2138,--,5.8,23.3,20.5,8.29,424,--,8.4,101.7,--,1.8,0.011,--,1.6,2.3,<4.0,0.02,--,--,--,--,--,--,--
頭社水庫,南投縣,頭社水庫,甲,2018/11/1 下午 12:47:00,2139,47,0.5,25.4,24.8,7.52,175,--,6.2,80.6,2.8,11.7,0.013,--,2.6,2.5,<4.0,0.03,--,--,--,--,--,--,--
頭社水庫,南投縣,頭社水庫,甲,2018/8/8 上午 11:30:00,2139,46,0.5,30.8,29.8,8.48,154,--,8.7,124.6,2.0,8.6,0.010,--,2.9,4.4,17.0,0.03,--,--,--,--,--,--,--
頭社水庫,南投縣,頭社水庫,甲,2018/5/7 上午 11:25:00,2139,43,0.5,26.7,27.8,8.78,184,--,9.1,126.0,2.2,4.8,0.009,--,1.7,2.3,9.9,0.03,--,--,--,--,--,--,--
頭社水庫,南投縣,頭社水庫,甲,2018/2/1 下午 01:30:00,2139,52,0.5,15.0,18.7,9.17,164,--,9.9,115.2,1.4,18.9,0.014,--,5.8,5.1,15.3,0.03,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/12/12 上午 10:00:00,2140,39,0.5,27.3,22.4,8.76,413,--,8.2,105.5,4.2,2.1,0.012,--,1.2,<1.0,<4.0,0.05,--,--,--,--,0.94,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/12/12 上午 10:17:00,2140,--,17.3,27.3,20.3,8.30,387,--,4.4,54.7,--,0.9,0.013,--,2.1,1.1,4.3,0.07,--,--,--,--,1.03,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/12/12 上午 10:27:00,2140,--,22.0,27.3,20.3,8.08,372,--,4.0,49.0,--,0.8,0.011,--,1.8,1.5,<4.0,0.08,--,--,--,--,1.25,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/12/12 上午 10:08:00,2140,--,5.8,27.3,21.9,8.76,412,--,8.5,108.3,--,1.7,0.010,--,1.8,2.0,<4.0,0.04,--,--,--,--,0.89,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/11/12 上午 09:55:00,2140,43,0.5,24.6,22.6,8.56,396,--,9.0,117.2,3.8,5.2,0.012,--,0.55,<1.0,<4.0,0.04,--,--,--,--,0.77,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/11/12 上午 10:45:00,2140,--,21.0,24.6,19.6,7.98,330,--,4.7,58.3,--,1.4,0.012,--,1.9,2.1,<4.0,0.02,--,--,--,--,0.69,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/11/12 上午 10:58:00,2140,--,27.0,24.6,18.9,7.89,325,--,4.2,50.4,--,1.3,0.011,--,1.8,1.5,4.3,0.03,--,--,--,--,0.65,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/11/12 上午 10:09:00,2140,--,7.0,24.6,21.3,8.32,382,--,8.7,103.4,--,5.2,0.009,--,2.8,3.6,<4.0,0.03,--,--,--,--,1.48,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/10/17 上午 10:00:00,2140,39,0.5,28.9,25.5,8.47,396,--,8.0,110.6,4.4,2.7,0.011,--,1.1,1.0,<4.0,0.05,--,--,--,--,1.24,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/10/17 上午 10:20:00,2140,--,19.6,28.9,21.3,7.95,316,--,6.9,87.0,--,1.0,0.008,--,1.2,1.3,<4.0,0.04,--,--,--,--,0.55,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/10/17 上午 10:32:00,2140,--,25.1,28.9,19.6,7.96,312,--,6.0,76.0,--,0.8,0.010,--,0.85,<1.0,<4.0,0.03,--,--,--,--,0.78,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/10/17 上午 10:11:00,2140,--,6.5,28.9,23.3,8.24,378,--,7.7,101.2,--,2.6,0.009,--,1.4,1.3,<4.0,0.04,--,--,--,--,0.61,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/9/10 上午 10:00:00,2140,46,0.5,26.3,26.1,8.52,378,--,9.1,127.2,3.2,5.0,0.020,--,2.1,1.7,<4.0,0.02,--,--,--,--,0.59,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/9/10 上午 10:18:00,2140,--,21.4,26.3,22.0,8.28,379,--,7.3,94.0,--,0.8,0.012,--,3.6,2.8,<4.0,0.02,--,--,--,--,0.64,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/9/10 上午 10:28:00,2140,--,27.5,26.3,21.6,8.40,376,--,7.4,95.8,--,0.7,0.017,--,3.2,2.6,<4.0,0.02,--,--,--,--,0.70,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/9/10 上午 10:09:00,2140,--,7.1,26.3,23.5,8.36,368,--,7.9,104.4,--,4.7,0.013,--,2.5,1.7,<4.0,0.02,--,--,--,--,1.24,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/8/7 上午 10:19:00,2140,41,0.5,32.3,28.8,8.53,380,--,8.2,120.7,4.0,3.1,0.013,--,1.8,2.0,4.8,0.03,--,--,--,--,1.44,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/8/7 上午 10:38:00,2140,--,16.2,32.3,22.9,8.00,379,--,6.0,79.0,--,0.9,0.007,--,1.9,1.8,<4.0,0.03,--,--,--,--,1.29,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/8/7 上午 10:49:00,2140,--,20.6,32.3,22.3,7.92,365,--,5.7,73.4,--,0.6,0.024,--,2.5,2.2,<4.0,0.02,--,--,--,--,1.31,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/8/7 上午 10:28:00,2140,--,5.4,32.3,26.2,8.40,394,--,8.4,117.6,--,2.2,0.022,--,1.8,2.3,4.3,0.03,--,--,--,--,1.44,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/7/18 上午 09:55:00,2140,51,0.5,30.7,27.5,8.66,364,--,8.5,120.8,1.2,8.7,0.016,--,6.7,6.5,4.5,0.03,--,--,--,--,0.98,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/7/18 上午 10:12:00,2140,--,14.3,30.7,23.4,8.86,358,--,7.0,92.2,--,1.1,0.015,--,5.9,5.8,4.5,0.03,--,--,--,--,0.77,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/7/18 上午 10:25:00,2140,--,18.0,30.7,22.7,8.96,352,--,6.7,87.9,--,0.8,0.017,--,6.3,5.3,5.0,0.02,--,--,--,--,0.88,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/7/18 上午 10:05:00,2140,--,4.8,30.7,24.7,8.81,362,--,7.6,103.0,--,4.5,0.008,--,8.0,7.2,5.5,0.02,--,--,--,--,0.80,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/6/11 上午 11:00:00,2140,51,0.5,26.2,25.3,8.24,442,--,7.9,109.4,1.2,10.4,0.014,--,6.9,6.2,4.3,0.02,--,--,--,--,1.22,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/6/11 上午 11:30:00,2140,--,10.6,26.2,22.8,7.89,440,--,4.5,59.7,--,0.7,0.016,--,7.2,6.9,5.4,0.02,--,--,--,--,1.01,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/6/11 上午 11:14:00,2140,--,2.9,26.2,24.8,8.08,451,--,6.4,87.6,--,3.2,0.017,--,9.8,8.8,<4.0,0.04,--,--,--,--,1.04,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/6/11 上午 11:22:00,2140,--,8.7,26.2,23.8,7.94,450,--,5.5,74.3,--,0.8,0.015,--,6.3,5.9,4.3,0.02,--,--,--,--,1.02,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/5/8 上午 11:00:00,2140,52,0.5,18.0,22.1,8.14,441,--,9.1,116.0,0.8,6.5,0.016,--,18,10.3,<4.0,0.05,--,--,--,--,0.96,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/5/8 上午 11:11:00,2140,--,2.2,18.0,21.8,7.97,447,--,7.0,89.9,--,3.4,0.007,--,22,17.8,<4.0,0.01,--,--,--,--,0.79,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/5/8 上午 11:21:00,2140,--,6.5,18.0,21.0,7.89,447,--,8.7,109.5,--,1.4,0.020,--,45,41.1,<4.0,0.03,--,--,--,--,0.81,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/5/8 上午 11:31:00,2140,--,7.6,18.0,21.1,7.81,452,--,8.6,107.9,--,0.3,0.016,--,40,40.0,<4.0,0.04,--,--,--,--,0.79,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/4/16 上午 10:15:00,2140,52,0.5,22.2,21.3,8.26,410,--,8.0,102.0,1.2,9.8,0.018,--,7.4,7.2,4.0,0.03,--,--,--,--,1.48,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/4/16 上午 10:54:00,2140,--,10.8,22.2,20.5,8.00,412,--,6.3,78.0,--,1.5,0.011,--,16,15.6,<4.0,0.04,--,--,--,--,1.93,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/4/16 上午 10:27:00,2140,--,3.0,22.2,20.7,8.04,415,--,6.9,86.0,--,3.6,0.012,--,18,17.7,<4.0,0.03,--,--,--,--,1.29,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/4/16 上午 10:40:00,2140,--,8.9,22.2,20.1,8.02,412,--,6.3,78.2,--,2.3,0.010,--,13,12.7,4.5,0.03,--,--,--,--,1.41,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/3/15 上午 10:35:00,2140,42,0.5,22.4,18.7,8.52,407,--,8.1,98.7,2.5,3.4,0.010,--,1.5,1.8,<4.0,<0.01,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/3/15 上午 10:43:00,2140,--,19.4,22.4,15.2,8.07,348,--,7.6,85.7,--,2.2,0.011,--,1.6,1.9,4.6,<0.01,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/3/15 上午 10:50:00,2140,--,24.8,22.4,14.6,7.98,344,--,7.6,84.6,--,0.5,0.009,--,1.4,1.8,<4.0,<0.01,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/3/15 上午 10:38:00,2140,--,6.5,22.4,16.8,8.24,360,--,7.9,92.6,--,2.0,0.013,--,1.5,2.6,<4.0,0.02,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/2/5 上午 10:19:00,2140,43,0.5,11.5,13.7,8.41,365,--,9.2,99.3,3.4,6.2,0.011,--,2.2,1.8,<4.0,0.03,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/2/5 上午 10:41:00,2140,--,20.6,11.5,13.7,8.29,354,--,8.3,89.5,--,1.2,0.012,--,6.8,5.0,<4.0,0.03,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/2/5 上午 10:53:00,2140,--,26.5,11.5,14.3,8.40,357,--,8.1,89.1,--,1.0,0.009,--,8.1,6.6,<4.0,0.04,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/2/5 上午 10:30:00,2140,--,6.9,11.5,14.4,8.30,361,--,8.4,92.2,--,2.5,0.004,--,2.6,2.3,<4.0,0.04,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/1/17 上午 10:55:00,2140,46,0.5,23.6,18.9,8.36,364,--,8.4,102.7,2.3,3.0,0.020,--,2.6,3.1,<4.0,0.02,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/1/17 上午 11:05:00,2140,--,18.3,23.6,16.0,8.19,357,--,8.5,97.7,--,1.6,0.017,--,7.3,5.4,<4.0,0.02,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/1/17 上午 11:00:00,2140,--,23.4,23.6,16.0,8.20,362,--,8.4,96.1,--,2.5,0.012,--,4.6,3.8,<4.0,0.04,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫一,甲,2018/1/17 上午 11:10:00,2140,--,6.1,23.6,16.0,8.16,353,--,8.4,95.8,--,1.8,0.013,--,6.1,4.8,<4.0,0.02,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫二,甲,2018/12/12 上午 10:42:00,2141,41,0.5,27.8,22.1,8.52,413,--,8.5,108.7,3.6,2.3,0.014,--,1.6,1.5,4.3,0.05,--,--,--,--,0.91,--,--
霧社水庫,南投縣,霧社水庫二,甲,2018/12/12 上午 10:50:00,2141,--,11.0,27.8,21.2,8.42,430,--,7.4,93.4,--,2.3,0.012,--,4.7,3.7,5.5,0.07,--,--,--,--,1.11,--,--
霧社水庫,南投縣,霧社水庫二,甲,2018/11/12 上午 11:14:00,2141,43,0.5,26.1,22.6,8.56,396,--,9.0,117.3,3.8,4.4,0.016,--,1.4,1.2,7.8,0.03,--,--,--,--,1.49,--,--
霧社水庫,南投縣,霧社水庫二,甲,2018/11/12 上午 11:24:00,2141,--,15.5,26.1,21.2,7.98,427,--,8.0,100.6,--,4.3,0.015,--,1.7,2.4,<4.0,0.03,--,--,--,--,0.77,--,--
霧社水庫,南投縣,霧社水庫二,甲,2018/10/17 上午 10:46:00,2141,39,0.5,28.6,24.6,8.46,366,--,8.3,112.1,4.6,2.7,0.011,--,0.85,<1.0,<4.0,0.04,--,--,--,--,0.77,--,--
