採樣分區,縣市,測站名稱,水體分類等級,採樣日期,測站編號,卡爾森指數,採樣深度,氣溫,水溫,酸鹼值,導電度,溶氧(滴定法),溶氧(電極法),溶氧飽和度,透明度,葉綠素a,總磷,正磷酸鹽,濁度,懸浮固體,化學需氧量,氨氮,總硬度,總鹼度,硝酸鹽氮,亞硝酸鹽氮,總有機碳,有機氮,總凱氏氮,備註
,,,,,,,m,℃,℃,,μmho/cm25℃,mg/L,mg/L,%,m,μg/L,mg/L,mg/L,NTU,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L
永和山水庫,苗栗縣,永和山水庫一,甲,2017/4/21 上午 08:34:00,2153,--,24.0,23.0,19.3,7.7,240,--,6.1,67.3,--,1.5,0.022,--,2.9,3.0,<4.0,<0.01,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫一,甲,2017/3/3 上午 08:42:00,2153,45,0.5,13.5,17.0,7.5,268,--,8.1,84.2,2.1,4.3,0.014,--,2.7,3.2,10.9,0.02,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫一,甲,2017/3/3 上午 08:59:00,2153,--,17.2,13.6,16.9,8.1,238,--,7.9,82.2,--,4.1,0.020,--,3.0,4.3,4.3,0.01,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫一,甲,2017/3/3 上午 08:47:00,2153,--,9.1,13.6,16.9,7.9,240,--,8.0,83.2,--,4.6,0.012,--,3.1,5.4,7.0,0.01,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫一,甲,2017/2/7 上午 09:09:00,2153,48,0.5,19.5,18.5,8.2,243,--,9.5,101.8,1.8,8.1,0.013,--,2.9,3.2,6.6,0.03,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫一,甲,2017/2/7 上午 09:25:00,2153,--,11.3,19.5,18.4,8.0,240,--,8.2,88.0,--,2.7,0.011,--,2.1,2.6,4.5,0.04,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫一,甲,2017/2/7 上午 09:40:00,2153,--,21.6,19.5,18.3,7.8,245,--,7.2,77.2,--,2.1,0.017,--,3.1,3.2,<4.0,0.05,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫一,甲,2017/1/11 上午 08:55:00,2153,40,0.5,23.1,20.4,8.1,237,--,9.2,102.9,2.8,1.5,0.012,--,2.0,2.4,<4.0,0.03,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫一,甲,2017/1/11 上午 09:14:00,2153,--,4.0,23.1,20.5,8.4,236,--,8.6,95.9,--,1.4,0.014,--,2.0,2.1,4.2,0.01,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫一,甲,2017/1/11 上午 08:55:00,2153,--,7.0,23.1,20.4,8.4,234,--,7.6,84.7,--,1.3,0.040,--,2.2,2.8,<4.0,0.02,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫二,甲,2017/12/20 上午 09:27:00,2154,49,0.5,17.0,17.7,7.7,242,--,6.6,69.6,1.8,6.0,0.018,--,4.4,4.4,11.0,0.03,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫二,甲,2017/11/7 上午 10:40:00,2154,43,0.5,30.4,25.2,8.3,224,--,8.1,98.8,2.6,3.6,0.012,--,2.6,2.4,6.3,0.02,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫二,甲,2017/10/25 上午 09:16:00,2154,45,0.5,24.9,25.0,8.3,217,--,7.3,88.4,2.0,5.0,0.010,--,3.5,3.1,4.7,0.02,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫二,甲,2017/9/20 上午 09:18:00,2154,43,0.5,33.0,30.1,9.0,192,--,8.8,117.2,2.8,1.7,0.020,--,2.9,3.0,5.6,0.02,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫二,甲,2017/8/28 上午 10:44:00,2154,46,0.5,33.7,31.4,9.0,189,--,9.0,122.8,2.4,5.9,0.013,--,3.5,2.8,4.5,0.03,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫二,甲,2017/7/12 上午 09:06:00,2154,44,0.5,34.0,31.4,9.1,179,--,10.4,141.8,2.2,2.9,0.015,--,2.7,4.4,10.1,0.02,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫二,甲,2017/6/14 上午 09:20:00,2154,45,0.5,26.2,28.0,9.0,205,--,8.5,110.6,2.0,3.8,0.014,--,2.8,2.4,<4.0,<0.01,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫二,甲,2017/5/9 上午 09:43:00,2154,42,0.5,26.6,26.6,8.8,224,--,10.1,126.4,2.2,2.3,0.012,--,2.0,2.6,5.8,0.02,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫二,甲,2017/4/21 上午 09:19:00,2154,44,0.5,26.0,25.3,8.9,226,--,9.7,119.5,1.8,2.2,0.015,--,2.8,3.9,<4.0,0.01,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫二,甲,2017/3/3 上午 09:30:00,2154,45,0.5,16.8,17.0,8.1,233,--,7.8,81.3,2.2,3.6,0.015,--,2.1,4.3,<4.0,0.01,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫二,甲,2017/2/7 上午 10:00:00,2154,47,0.5,19.6,18.6,8.3,241,--,9.8,105.8,1.4,6.2,0.011,--,3.0,3.4,4.0,0.02,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫二,甲,2017/1/11 上午 09:45:00,2154,41,0.5,22.0,20.4,8.4,238,--,8.8,98.5,2.7,1.4,0.015,--,2.1,2.8,<4.0,0.02,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫三,甲,2017/12/20 上午 09:15:00,2155,45,0.5,16.8,17.2,7.8,236,--,7.7,80.2,1.8,3.8,0.012,--,2.5,2.7,11.0,0.05,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫三,甲,2017/11/7 上午 10:24:00,2155,45,0.5,30.0,26.0,8.3,221,--,8.4,103.6,2.4,3.7,0.015,--,2.8,2.4,7.8,0.03,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫三,甲,2017/10/25 上午 09:03:00,2155,44,0.5,24.9,24.6,7.6,215,--,7.5,90.7,2.0,6.2,0.008,--,2.9,3.0,6.5,0.02,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫三,甲,2017/9/20 上午 09:06:00,2155,38,0.5,32.5,29.9,9.0,194,--,8.6,114.6,2.9,1.5,0.008,--,1.9,3.4,<4.0,0.01,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫三,甲,2017/8/28 上午 10:28:00,2155,47,0.5,33.8,30.5,9.0,186,--,9.2,123.8,2.3,7.0,0.016,--,3.5,2.8,9.0,<0.01,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫三,甲,2017/7/12 上午 08:53:00,2155,44,0.5,33.5,30.8,9.1,180,--,11.0,147.7,2.4,3.4,0.015,--,2.3,4.2,9.8,0.02,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫三,甲,2017/6/14 上午 09:08:00,2155,45,0.5,26.2,27.4,9.0,208,--,8.9,113.2,1.8,4.9,0.010,--,3.1,3.0,5.3,0.04,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫三,甲,2017/5/9 上午 10:00:00,2155,43,0.5,26.6,26.5,8.8,227,--,9.8,123.0,2.4,2.7,0.014,--,1.7,2.6,4.8,0.02,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫三,甲,2017/4/21 上午 09:07:00,2155,43,0.5,24.5,25.0,8.7,225,--,9.6,118.1,1.8,1.4,0.014,--,3.4,4.4,<4.0,<0.01,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫三,甲,2017/3/3 上午 09:14:00,2155,46,0.5,14.6,17.1,8.1,230,--,8.2,86.1,2.0,4.4,0.015,--,2.5,3.8,<4.0,0.02,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫三,甲,2017/2/7 上午 10:25:00,2155,47,0.5,19.8,18.8,8.2,245,--,9.6,103.6,1.8,5.2,0.014,--,3.2,3.6,5.5,0.02,--,--,--,--,--,--,--
永和山水庫,苗栗縣,永和山水庫三,甲,2017/1/11 上午 09:26:00,2155,41,0.5,21.9,20.5,8.5,236,--,9.0,100.7,2.8,1.4,0.015,--,1.6,2.4,<4.0,<0.01,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2017/12/13 上午 10:35:00,2156,46,0.5,23.7,23.3,8.4,375,--,6.8,80.6,2.7,4.8,0.017,--,1.5,2.2,6.2,0.03,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2017/12/13 上午 10:40:00,2156,--,18.3,23.7,23.0,8.2,364,--,6.2,72.0,--,4.1,0.014,--,2.3,3.9,5.4,0.03,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2017/11/15 上午 10:18:00,2156,50,0.5,25.2,26.6,8.3,357,--,6.7,83.8,2.4,12.5,0.019,--,1.9,2.8,6.5,0.03,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2017/11/15 上午 10:23:00,2156,--,20.6,25.2,26.3,8.2,354,--,6.0,76.2,--,4.1,0.020,--,1.7,1.9,5.3,0.05,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2017/10/18 上午 11:15:00,2156,51,0.5,29.5,30.7,8.1,355,--,6.0,80.8,2.4,10.9,0.027,--,1.7,2.5,6.5,0.04,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2017/10/18 上午 11:20:00,2156,--,22.2,29.5,30.3,7.9,352,--,4.4,59.0,--,2.2,0.022,--,1.8,3.1,<4.0,0.04,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2017/9/14 上午 10:55:00,2156,48,0.5,32.4,32.1,8.3,356,--,7.8,108.8,1.5,4.3,0.018,--,1.8,2.4,6.6,<0.01,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2017/9/14 上午 11:08:00,2156,--,17.2,32.4,30.1,7.7,360,--,1.9,25.4,--,0.8,0.018,--,1.5,<1.0,<4.0,<0.01,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2017/8/16 上午 10:29:00,2156,48,0.5,32.3,31.9,8.4,362,--,8.3,115.3,1.8,3.9,0.024,--,2.6,3.6,7.8,0.02,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2017/8/16 上午 10:34:00,2156,--,22.2,32.3,29.4,7.6,361,--,2.6,34.0,--,0.5,0.017,--,1.9,1.9,<4.0,<0.01,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2017/6/29 上午 11:00:00,2156,47,0.5,33.1,33.6,8.7,387,--,9.1,128.1,1.6,4.0,0.017,--,1.7,2.5,5.0,0.05,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2017/6/29 上午 11:05:00,2156,--,20.2,33.1,29.5,7.9,387,--,4.4,57.2,--,2.0,0.014,--,2.1,2.0,<4.0,0.02,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2017/5/17 上午 10:37:00,2156,46,0.5,25.0,28.5,8.5,362,--,7.6,99.4,2.4,4.5,0.017,--,1.8,2.2,5.7,0.01,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2017/5/17 上午 10:41:00,2156,--,12.1,25.0,28.3,8.5,363,--,7.5,97.7,--,4.3,0.026,--,2.1,2.7,6.1,0.04,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2017/4/18 上午 10:23:00,2156,42,0.5,31.8,27.9,8.3,375,--,8.1,103.5,2.2,1.5,0.016,--,1.5,1.4,7.0,0.04,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2017/4/18 上午 10:30:00,2156,--,14.0,31.8,25.7,8.2,366,--,7.0,86.5,--,1.5,0.016,--,1.6,2.0,6.1,<0.01,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2017/3/14 上午 10:37:00,2156,45,0.5,18.2,22.2,8.6,357,--,9.0,104.4,1.7,2.6,0.015,--,1.8,3.2,5.7,<0.01,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2017/3/14 上午 10:42:00,2156,--,17.7,18.2,21.4,8.5,358,--,8.3,95.0,--,1.7,0.013,--,1.3,2.3,4.8,<0.01,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2017/2/14 上午 10:55:00,2156,42,0.5,21.7,21.6,8.4,360,--,9.2,104.1,2.5,1.7,0.014,--,1.0,1.2,4.3,0.01,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2017/2/14 上午 11:02:00,2156,--,18.2,21.7,20.4,8.4,360,--,8.8,96.7,--,0.9,0.013,--,1.4,1.7,4.4,<0.01,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2017/1/12 上午 10:55:00,2156,44,0.5,22.6,23.5,8.2,362,--,8.5,100.2,1.8,2.4,0.014,--,2.0,3.2,4.2,0.02,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫一,甲,2017/1/12 上午 11:00:00,2156,--,19.5,22.6,22.7,8.2,352,--,7.7,90.1,--,2.7,0.020,--,1.8,2.0,4.5,0.02,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2017/12/13 上午 10:50:00,2157,47,0.5,23.9,23.4,8.3,367,--,7.1,83.5,2.6,5.9,0.020,--,1.7,2.2,6.4,0.03,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2017/12/13 上午 10:55:00,2157,--,15.6,23.9,23.2,8.2,362,--,6.7,78.3,--,3.9,0.017,--,2.8,3.0,6.5,0.03,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2017/11/15 上午 10:33:00,2157,49,0.5,25.7,26.7,8.2,357,--,6.6,82.6,2.4,9.3,0.021,--,1.6,1.9,5.0,0.02,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2017/11/15 上午 10:38:00,2157,--,17.3,25.7,26.4,8.2,355,--,6.2,78.5,--,5.3,0.021,--,2.5,2.8,5.5,0.03,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2017/10/18 上午 11:28:00,2157,48,0.5,29.2,30.6,8.2,351,--,6.5,87.4,2.5,5.3,0.026,--,2.8,2.5,7.9,<0.01,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2017/10/18 上午 11:32:00,2157,--,18.7,29.2,30.3,8.0,350,--,4.9,65.7,--,2.9,0.019,--,1.2,1.3,4.1,<0.01,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2017/9/14 上午 11:17:00,2157,51,0.5,32.5,31.1,8.4,357,--,8.3,113.5,1.5,7.4,0.021,--,2.0,2.5,7.2,<0.01,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2017/9/14 上午 11:23:00,2157,--,18.7,32.5,29.9,7.7,360,--,1.0,13.8,--,0.8,0.026,--,1.6,2.0,<4.0,<0.01,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2017/8/16 上午 10:46:00,2157,48,0.5,32.5,32.0,8.4,361,--,8.7,120.7,1.9,4.1,0.021,--,2.6,2.8,9.5,<0.01,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2017/8/16 上午 10:51:00,2157,--,19.2,32.5,29.3,7.5,360,--,2.6,34.9,--,0.5,0.015,--,1.7,1.4,<4.0,<0.01,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2017/6/29 上午 11:19:00,2157,46,0.5,33.3,33.8,8.7,387,--,8.8,123.6,1.8,3.6,0.015,--,2.0,2.5,4.1,0.03,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2017/6/29 上午 11:24:00,2157,--,17.1,33.3,29.5,7.9,388,--,4.7,61.1,--,3.1,0.013,--,2.5,3.0,<4.0,0.03,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2017/5/17 上午 10:54:00,2157,46,0.5,25.1,28.3,8.5,361,--,7.7,99.7,2.6,4.7,0.018,--,2.2,1.9,5.5,0.02,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2017/5/17 上午 10:58:00,2157,--,9.4,25.1,28.2,8.5,362,--,7.5,97.5,--,5.2,0.021,--,2.2,1.9,6.8,0.02,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2017/4/18 上午 10:40:00,2157,39,0.5,32.1,27.2,8.4,369,--,8.4,105.5,3.2,1.2,0.014,--,1.4,2.1,5.7,0.01,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2017/4/18 上午 10:45:00,2157,--,11.9,32.1,25.9,8.3,365,--,7.7,95.6,--,1.8,0.020,--,1.4,1.8,5.2,0.04,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2017/3/14 上午 10:55:00,2157,45,0.5,18.1,21.6,8.6,357,--,9.4,106.9,1.8,2.8,0.015,--,1.5,2.4,4.7,<0.01,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2017/3/14 上午 11:00:00,2157,--,13.5,18.1,21.1,8.5,357,--,9.0,102.4,--,1.3,0.014,--,1.4,1.8,4.1,<0.01,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2017/2/14 上午 11:16:00,2157,36,0.5,22.0,20.9,8.5,359,--,9.7,108.1,2.4,0.5,0.010,--,1.2,1.2,4.5,0.02,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2017/2/14 上午 11:20:00,2157,--,13.9,22.0,20.3,8.4,358,--,9.0,98.6,--,0.6,0.015,--,1.8,2.4,4.0,0.01,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2017/1/12 上午 11:20:00,2157,46,0.5,22.7,23.6,8.2,359,--,8.2,96.8,1.7,2.7,0.016,--,1.6,1.8,<4.0,0.02,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫二,甲,2017/1/12 上午 11:25:00,2157,--,16.3,22.7,23.0,8.2,354,--,7.6,88.8,--,2.6,0.018,--,1.7,2.2,4.9,0.03,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫三,甲,2017/12/13 上午 11:05:00,2158,48,0.5,23.9,23.3,8.3,366,--,7.1,83.5,2.4,5.2,0.023,--,1.5,1.9,4.5,0.02,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫三,甲,2017/11/15 上午 10:46:00,2158,51,0.5,26.3,26.9,8.3,356,--,6.9,87.1,2.3,12.4,0.022,--,2.1,2.5,7.0,0.02,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫三,甲,2017/10/18 上午 11:42:00,2158,53,0.5,29.0,30.5,8.2,354,--,6.7,89.4,2.0,12.6,0.028,--,1.9,3.3,7.3,<0.01,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫三,甲,2017/9/14 上午 11:35:00,2158,49,0.5,32.0,31.4,8.4,357,--,8.4,115.8,1.5,4.9,0.020,--,2.4,2.7,8.0,<0.01,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫三,甲,2017/8/16 上午 11:01:00,2158,49,0.5,32.6,31.7,8.4,359,--,8.8,121.6,1.9,4.5,0.024,--,2.4,2.6,7.2,0.01,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫三,甲,2017/6/29 上午 11:36:00,2158,46,0.5,33.5,33.8,8.6,387,--,8.7,123.3,1.7,3.2,0.015,--,1.9,2.5,5.0,0.02,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫三,甲,2017/5/17 上午 11:08:00,2158,45,0.5,25.1,28.3,8.5,361,--,8.1,105.2,2.4,4.1,0.016,--,2.2,2.0,7.6,0.04,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫三,甲,2017/4/18 上午 10:54:00,2158,40,0.5,32.3,27.5,8.5,366,--,8.7,110.1,3.1,1.2,0.017,--,1.6,6.3,6.1,0.05,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫三,甲,2017/3/14 上午 11:11:00,2158,45,0.5,17.9,21.8,8.6,356,--,9.8,112.2,1.8,2.4,0.015,--,1.7,2.4,6.0,<0.01,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫三,甲,2017/2/14 上午 11:30:00,2158,40,0.5,22.5,21.2,8.5,358,--,9.4,105.5,2.3,1.1,0.013,--,1.1,1.4,4.0,<0.01,--,--,--,--,--,--,--
蘭潭水庫,嘉義市,蘭潭水庫三,甲,2017/1/12 上午 11:40:00,2158,45,0.5,22.6,23.6,8.2,356,--,8.2,97.6,1.7,2.1,0.017,--,2.4,1.6,4.6,0.02,--,--,--,--,--,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2017/12/13 上午 09:15:00,2159,44,0.5,21.8,22.7,8.5,394,--,7.3,84.7,2.2,2.3,0.017,--,1.6,2.1,4.5,0.03,--,--,--,--,--,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2017/12/13 上午 09:20:00,2159,--,8.1,21.8,22.6,8.5,393,--,7.0,81.2,--,4.0,0.021,--,2.1,2.5,6.2,0.02,--,--,--,--,--,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2017/11/15 上午 09:18:00,2159,42,0.5,23.4,25.9,8.4,378,--,6.9,86.4,2.3,2.6,0.011,--,2.0,2.3,<4.0,0.02,--,--,--,--,--,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2017/11/15 上午 09:23:00,2159,--,9.9,23.4,25.7,8.3,378,--,5.6,70.3,--,4.4,0.015,--,3.3,3.0,<4.0,0.03,--,--,--,--,--,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2017/10/18 上午 09:30:00,2159,47,0.5,32.3,30.5,8.4,360,--,7.0,94.5,1.4,2.3,0.020,--,4.8,5.4,4.5,0.03,--,--,--,--,--,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2017/10/18 上午 09:35:00,2159,--,5.8,32.3,30.0,8.4,362,--,6.9,91.7,--,1.9,0.023,--,6.6,6.4,5.2,0.04,--,--,--,--,--,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2017/9/14 上午 09:35:00,2159,42,0.5,30.0,31.2,8.6,344,--,8.4,114.9,2.0,1.7,0.011,--,1.8,2.4,4.2,<0.01,--,--,--,--,--,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2017/9/14 上午 09:40:00,2159,--,8.2,30.0,30.8,8.6,345,--,8.0,107.4,--,2.2,0.013,--,2.0,2.3,5.1,0.01,--,--,--,--,--,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2017/8/16 上午 09:30:00,2159,47,0.5,32.6,31.7,8.6,328,--,9.4,130.3,1.6,3.6,0.015,--,3.4,4.2,6.4,<0.01,--,--,--,--,--,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2017/8/16 上午 09:35:00,2159,--,9.8,32.6,29.1,7.7,347,--,2.1,27.8,--,1.2,0.019,--,6.1,4.8,<4.0,0.01,--,--,--,--,--,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2017/6/29 上午 09:32:00,2159,47,0.5,30.4,31.2,8.6,378,--,8.4,114.1,1.6,4.1,0.015,--,2.6,3.0,<4.0,0.01,--,--,--,--,--,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2017/6/29 上午 09:35:00,2159,--,10.5,30.4,27.3,8.0,387,--,4.6,57.5,--,3.0,0.023,--,6.7,7.2,<4.0,0.02,--,--,--,--,--,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2017/5/17 上午 09:35:00,2159,58,0.5,24.7,27.4,8.6,424,--,7.6,98.2,0.5,5.5,0.040,--,16,12.1,6.4,0.05,--,--,--,--,--,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2017/5/17 上午 09:39:00,2159,--,2.0,24.7,27.4,8.6,424,--,7.6,97.9,--,5.8,0.038,--,16,11.9,6.4,0.02,--,--,--,--,--,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2017/4/18 上午 09:30:00,2159,47,0.5,29.6,28.2,8.5,407,--,8.7,112.2,1.2,1.5,0.021,--,6.1,1.8,5.3,0.02,--,--,--,--,--,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2017/4/18 上午 09:36:00,2159,--,1.8,29.6,28.0,8.5,409,--,8.4,108.2,--,1.3,0.021,--,5.0,4.7,5.3,0.02,--,--,--,--,--,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2017/3/14 上午 09:35:00,2159,46,0.5,16.6,22.5,8.6,392,--,8.9,103.6,1.3,1.5,0.021,--,4.3,6.6,4.8,<0.01,--,--,--,--,--,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2017/3/14 上午 09:40:00,2159,--,3.6,16.6,22.0,8.6,386,--,9.1,105.1,--,1.4,0.015,--,3.3,5.0,4.6,<0.01,--,--,--,--,--,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2017/2/14 上午 10:02:00,2159,39,0.5,21.1,20.9,8.6,386,--,9.1,101.0,1.3,0.3,0.015,--,3.4,3.8,5.5,0.01,--,--,--,--,--,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2017/2/14 上午 10:10:00,2159,--,3.7,21.1,20.3,8.6,388,--,8.9,98.0,--,1.1,0.017,--,4.3,4.7,5.6,0.02,--,--,--,--,--,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2017/1/12 上午 09:55:00,2159,46,0.5,24.0,22.8,8.6,375,--,9.8,113.0,1.7,2.9,0.017,--,2.5,3.4,4.6,0.02,--,--,--,--,--,--,--
仁義潭水庫,嘉義縣,仁義潭水庫一,甲,2017/1/12 上午 10:00:00,2159,--,9.7,24.0,22.6,8.2,380,--,6.3,73.2,--,3.0,0.022,--,3.1,3.8,4.8,0.02,--,--,--,--,--,--,--
仁義潭水庫,嘉義縣,仁義潭水庫二,甲,2017/12/13 上午 09:05:00,2160,45,0.5,21.7,22.7,8.5,393,--,7.3,85.1,2.3,3.8,0.016,--,1.7,2.6,<4.0,0.03,--,--,--,--,--,--,--
仁義潭水庫,嘉義縣,仁義潭水庫二,甲,2017/11/15 上午 09:10:00,2160,43,0.5,23.2,25.9,8.5,379,--,7.3,91.0,2.2,2.7,0.012,--,2.0,2.8,<4.0,0.03,--,--,--,--,--,--,--
仁義潭水庫,嘉義縣,仁義潭水庫二,甲,2017/10/18 上午 09:20:00,2160,49,0.5,31.7,30.2,8.4,359,--,7.3,97.2,1.4,4.3,0.020,--,3.8,3.8,4.0,0.03,--,--,--,--,--,--,--
