採樣分區,河川,縣市,測站名稱,水體分類等級,採樣日期,測站編號,河川污染指數,氣溫,水溫,酸鹼值,導電度,溶氧(滴定法),溶氧(電極法),溶氧飽和度,生化需氧量,化學需氧量,懸浮固體,大腸桿菌群,氨氮,氯鹽,總磷,總有機碳,硝酸鹽氮,亞硝酸鹽氮,鎘,鉛,六價鉻,砷,汞,銅,鋅,錳,銀,鎳,硒,濁度,鉻,總氮,總凱氏氮,備註
,,,,,,,,℃,℃,　,μmho/cm25℃,mg/L,mg/L,%,mg/L,mg/L,mg/L,CFU/100mL,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,NTU,mg/L,mg/L,mg/L
客雅溪流域,客雅溪,新竹市,香雅橋,－,2019/11/6 下午 01:55:00,1090,5.5,28.0,27.7,7.39,2860,--,6.2,79.3,5.4,18.3,34.5,39000,7.80,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
客雅溪流域,客雅溪,新竹市,香雅橋,－,2019/10/2 下午 02:06:00,1090,4.8,31.5,29.9,7.44,2080,--,5.4,71.5,4.8,15.3,20.8,250000,6.36,--,6.78,--,2.79,--,<0.001,<0.003,<0.002,0.0052,<0.0003,0.006,0.014,0.121,0.003,0.014,--,--,--,--,--
客雅溪流域,客雅溪,新竹市,香雅橋,－,2019/9/4 下午 01:50:00,1090,4.3,30.0,30.3,7.34,11800,--,6.4,88.1,2.7,11.0,20.7,69000,6.32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
客雅溪流域,客雅溪,新竹市,香雅橋,－,2019/8/7 下午 03:06:00,1090,3.8,37.6,33.1,7.47,8100,--,7.2,101.5,3.3,29.1,16.4,380000,8.19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
客雅溪流域,客雅溪,新竹市,香雅橋,－,2019/7/1 下午 01:58:00,1090,5.0,34.0,31.0,7.28,2140,--,6.5,88.5,5.4,22.8,22.2,75000,6.79,--,9.04,--,4.73,--,<0.001,0.006,<0.002,0.0087,<0.0003,0.007,0.022,0.145,<0.001,0.015,--,--,--,--,--
客雅溪流域,客雅溪,新竹市,香雅橋,－,2019/6/3 下午 01:48:00,1090,5.5,29.5,28.6,7.18,2520,--,5.9,76.1,5.3,22.3,23.8,190000,8.67,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
客雅溪流域,客雅溪,新竹市,香雅橋,－,2019/5/8 下午 01:35:00,1090,4.3,27.0,24.6,7.80,2930,--,5.0,58.6,4.8,20.8,14.5,110000,7.91,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
客雅溪流域,客雅溪,新竹市,香雅橋,－,2019/4/2 下午 01:55:00,1090,4.8,25.0,24.7,7.14,2460,--,5.7,67.7,4.8,20.1,25.9,230000,11.4,--,9.32,--,3.75,--,<0.001,<0.003,<0.002,0.0066,<0.0003,0.010,0.027,0.107,<0.001,0.029,--,--,--,--,--
客雅溪流域,客雅溪,新竹市,香雅橋,－,2019/3/4 下午 01:45:00,1090,5.5,25.0,24.7,7.22,2200,--,5.7,67.9,7.7,24.2,31.0,210000,7.66,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
客雅溪流域,客雅溪,新竹市,香雅橋,－,2019/2/14 下午 03:05:00,1090,5.5,23.5,22.8,7.16,2830,--,5.0,57.5,7.2,35.7,24.2,270000,10.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
客雅溪流域,客雅溪,新竹市,香雅橋,－,2019/1/3 下午 12:45:00,1090,5.5,24.0,22.6,7.30,2620,--,5.6,65.4,6.1,24.4,20.8,450000,10.0,--,11.5,4.13,4.91,0.424,<0.001,<0.003,<0.002,0.0084,<0.0003,0.010,0.022,0.067,<0.001,0.054,<0.001,--,--,--,--
頭前溪流域,頭前溪,新竹縣,內灣吊橋,乙,2019/12/4 上午 11:05:00,1084,1.0,22.0,18.5,8.57,249,--,10.1,110.4,<1.0,<4.0,<1.0,95,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,內灣吊橋,乙,2019/11/6 上午 11:05:00,1084,1.0,28.0,23.4,8.63,234,--,9.3,112.2,<1.0,<4.0,1.0,100,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,內灣吊橋,乙,2019/10/2 上午 11:05:00,1084,1.0,30.0,25.1,8.08,155,--,8.8,111.0,<1.0,<4.0,9.8,2500,0.06,--,0.031,--,0.79,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,0.001,0.003,0.007,<0.001,<0.005,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,內灣吊橋,乙,2019/9/4 上午 11:25:00,1084,1.0,29.0,25.0,8.58,205,--,8.6,105.4,<1.0,<4.0,1.4,620,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,內灣吊橋,乙,2019/8/7 上午 11:25:00,1084,1.0,34.0,27.7,8.78,215,--,8.4,111.7,<1.0,<4.0,1.4,140,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,內灣吊橋,乙,2019/7/1 上午 11:25:00,1084,1.0,31.0,23.5,7.94,149,--,8.5,102.3,<1.0,<4.0,17.2,6000,0.05,--,0.047,--,0.83,--,<0.001,<0.003,<0.002,0.0009,<0.0003,0.001,0.007,0.012,<0.001,<0.005,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,內灣吊橋,乙,2019/6/3 上午 11:25:00,1084,1.0,30.0,24.2,8.44,205,--,8.7,106.9,1.9,5.7,1.6,410,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,內灣吊橋,乙,2019/5/8 上午 11:25:00,1084,1.0,23.0,20.3,8.44,201,--,9.1,104.5,<1.0,<4.0,1.4,2000,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,內灣吊橋,乙,2019/4/2 上午 11:25:00,1084,1.0,24.5,20.0,8.74,224,--,10.0,112.0,<1.0,8.7,2.2,480,0.11,--,0.022,--,0.49,--,<0.001,<0.003,<0.002,0.0006,<0.0003,<0.001,0.007,<0.005,<0.001,<0.005,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,內灣吊橋,乙,2019/3/4 上午 11:15:00,1084,1.5,24.0,21.3,8.37,267,--,9.6,111.6,4.3,7.6,2.3,1600,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,內灣吊橋,乙,2019/2/14 上午 11:17:00,1084,1.0,21.0,19.4,7.78,271,--,9.6,106.3,<1.0,<4.0,1.2,1200,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,內灣吊橋,乙,2019/1/3 上午 11:15:00,1084,1.0,22.0,19.2,7.59,263,--,9.9,108.8,<1.0,<4.0,<1.0,160,0.10,--,0.023,0.11,0.55,0.001,<0.001,<0.003,<0.002,0.0007,<0.0003,<0.001,0.003,<0.005,<0.001,<0.005,<0.001,--,--,--,--
頭前溪流域,頭前溪,新竹縣,瑞昌大橋(原為瑞豐大橋),甲,2019/12/4 上午 08:55:00,1085,1.0,19.0,16.1,8.39,350,--,10.2,105.3,<1.0,<4.0,<1.0,310,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,瑞昌大橋(原為瑞豐大橋),甲,2019/11/6 上午 08:55:00,1085,1.0,24.0,21.2,8.40,324,--,9.2,107.0,<1.0,<4.0,1.2,220,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,瑞昌大橋(原為瑞豐大橋),甲,2019/10/2 上午 08:55:00,1085,2.3,25.0,22.2,8.13,202,--,8.8,105.6,<1.0,<4.0,57.0,580,0.06,--,0.084,--,0.86,--,<0.001,0.003,<0.002,0.0005,<0.0003,0.002,0.012,0.030,<0.001,<0.005,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,瑞昌大橋(原為瑞豐大橋),甲,2019/9/4 上午 09:05:00,1085,1.0,28.5,24.6,8.38,274,--,8.7,104.2,<1.0,<4.0,2.3,400,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,瑞昌大橋(原為瑞豐大橋),甲,2019/8/7 上午 09:05:00,1085,1.0,30.0,25.7,8.57,303,--,8.6,109.9,<1.0,<4.0,2.0,270,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,瑞昌大橋(原為瑞豐大橋),甲,2019/7/1 上午 09:05:00,1085,1.5,28.5,23.1,7.60,202,--,8.8,102.9,1.7,6.4,49.3,4300,0.17,--,0.095,--,0.94,--,<0.001,<0.003,<0.002,0.0014,<0.0003,0.002,0.015,0.024,<0.001,<0.005,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,瑞昌大橋(原為瑞豐大橋),甲,2019/6/3 上午 09:05:00,1085,1.0,27.0,22.8,8.26,282,--,9.1,109.8,2.3,5.5,2.4,350,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,瑞昌大橋(原為瑞豐大橋),甲,2019/5/8 上午 09:05:00,1085,1.0,19.0,18.7,8.19,264,--,9.4,103.3,<1.0,<4.0,7.6,1900,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,瑞昌大橋(原為瑞豐大橋),甲,2019/4/2 上午 09:05:00,1085,1.0,20.0,18.1,8.49,307,--,9.8,105.5,<1.0,5.1,1.0,380,0.10,--,0.014,--,0.48,--,<0.001,<0.003,<0.002,0.0007,<0.0003,<0.001,0.009,<0.005,<0.001,<0.005,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,瑞昌大橋(原為瑞豐大橋),甲,2019/3/4 上午 08:55:00,1085,1.0,22.0,20.0,8.38,381,--,10.0,113.4,<1.0,<4.0,2.8,950,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,瑞昌大橋(原為瑞豐大橋),甲,2019/2/14 上午 08:55:00,1085,1.0,22.0,19.0,7.95,377,--,10.2,111.9,<1.0,<4.0,2.0,650,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,瑞昌大橋(原為瑞豐大橋),甲,2019/1/3 上午 09:00:00,1085,1.0,20.0,18.0,8.46,368,--,10.1,108.2,<1.0,<4.0,1.0,1700,0.11,--,0.015,0.19,0.25,0.001,<0.001,<0.003,<0.002,0.0005,<0.0003,<0.001,0.003,<0.005,<0.001,<0.005,<0.001,--,--,--,--
頭前溪流域,頭前溪,新竹縣,寶山水庫取水口,甲,2019/12/4 上午 09:45:00,1086,1.0,20.0,16.8,8.23,357,--,10.3,107.2,<1.0,<4.0,<1.0,340,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,寶山水庫取水口,甲,2019/11/6 上午 09:45:00,1086,1.0,25.0,21.8,8.27,336,--,9.2,106.3,<1.0,<4.0,<1.0,180,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,寶山水庫取水口,甲,2019/10/2 上午 09:45:00,1086,2.3,27.0,23.0,8.10,206,--,8.9,107.2,<1.0,<4.0,71.9,690,0.06,--,0.098,--,0.84,--,<0.001,0.003,<0.002,0.0008,<0.0003,0.002,0.010,0.036,<0.001,<0.005,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,寶山水庫取水口,甲,2019/9/4 上午 09:55:00,1086,1.0,29.5,25.6,8.49,272,--,8.5,104.1,<1.0,<4.0,2.0,300,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,寶山水庫取水口,甲,2019/8/7 上午 09:55:00,1086,1.0,30.5,26.9,8.55,302,--,8.7,113.3,<1.0,<4.0,1.4,220,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,寶山水庫取水口,甲,2019/7/1 上午 09:55:00,1086,2.3,30.0,23.4,7.93,200,--,8.4,97.6,<1.0,<4.0,62.3,3800,0.05,--,0.089,--,0.79,--,<0.001,<0.003,<0.002,0.0014,<0.0003,0.002,0.009,0.034,<0.001,<0.005,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,寶山水庫取水口,甲,2019/6/3 上午 09:55:00,1086,1.0,28.0,23.7,8.30,284,--,9.3,112.8,<1.0,<4.0,1.6,340,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,寶山水庫取水口,甲,2019/5/8 上午 09:55:00,1086,1.0,20.0,19.2,7.51,262,--,9.4,104.1,<1.0,<4.0,6.4,2400,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,寶山水庫取水口,甲,2019/4/2 上午 09:55:00,1086,1.0,22.0,19.0,8.44,308,--,10.2,111.1,<1.0,<4.0,2.6,2900,0.07,--,0.018,--,0.45,--,<0.001,<0.003,<0.002,0.0006,<0.0003,<0.001,0.005,<0.005,<0.001,<0.005,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,寶山水庫取水口,甲,2019/3/4 上午 09:45:00,1086,1.0,23.0,19.3,7.48,377,--,9.8,108.2,<1.0,<4.0,3.0,1500,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,寶山水庫取水口,甲,2019/2/14 上午 09:45:00,1086,1.0,22.0,19.2,7.37,397,--,9.7,106.4,<1.0,<4.0,1.0,350,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,寶山水庫取水口,甲,2019/1/3 上午 09:46:00,1086,1.0,20.5,18.5,7.23,380,--,9.8,105.4,<1.0,<4.0,<1.0,430,0.13,--,0.014,0.12,0.22,0.001,<0.001,<0.003,<0.002,0.0006,<0.0003,<0.001,0.003,<0.005,<0.001,<0.005,<0.001,--,--,--,--
頭前溪流域,頭前溪,新竹縣,竹林大橋,甲,2019/12/4 下午 12:55:00,1080,1.0,19.0,21.8,8.19,365,--,10.5,119.6,<1.0,<4.0,<1.0,45,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,竹林大橋,甲,2019/11/6 下午 12:55:00,1080,1.0,27.0,25.7,8.17,314,--,8.8,109.9,<1.0,<4.0,1.0,80,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,竹林大橋,甲,2019/10/2 下午 12:55:00,1080,1.5,35.0,26.5,8.10,192,--,8.2,104.5,<1.0,<4.0,43.1,650,0.06,--,0.027,--,0.80,--,<0.001,0.006,<0.002,0.0003,<0.0003,0.002,0.009,0.024,<0.001,<0.005,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,竹林大橋,甲,2019/9/4 下午 01:15:00,1080,3.3,28.0,25.4,8.10,242,--,7.8,96.2,1.5,7.5,101,51000,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,竹林大橋,甲,2019/8/7 下午 01:15:00,1080,1.0,34.0,29.7,8.52,275,--,7.8,103.0,<1.0,<4.0,<1.0,310,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,竹林大橋,乙,2019/7/1 下午 01:15:00,1080,2.8,32.0,24.4,8.05,195,--,8.4,102.7,3.6,6.8,58.2,4300,0.05,--,0.092,--,0.77,--,<0.001,<0.003,<0.002,0.0014,<0.0003,0.002,0.008,0.030,<0.001,<0.005,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,竹林大橋,乙,2019/6/3 下午 01:15:00,1080,1.5,29.0,25.7,8.19,264,--,8.6,107.8,4.4,11.0,2.1,420,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,竹林大橋,乙,2019/5/8 下午 01:15:00,1080,1.0,25.0,21.5,8.16,256,--,9.0,103.6,<1.0,<4.0,4.2,3400,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,竹林大橋,乙,2019/4/2 下午 01:15:00,1080,1.0,23.0,21.8,8.63,279,--,9.7,111.2,<1.0,<4.0,2.8,1300,0.04,--,0.020,--,0.53,--,<0.001,<0.003,<0.002,0.0007,<0.0003,<0.001,0.003,<0.005,<0.001,<0.005,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,竹林大橋,乙,2019/3/4 下午 01:05:00,1080,2.3,26.0,24.2,7.94,366,--,9.4,112.4,6.9,15.8,3.3,3000,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,竹林大橋,乙,2019/2/14 下午 01:09:00,1080,1.0,21.0,21.9,7.57,359,--,9.3,106.5,<1.0,<4.0,1.1,7500,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,竹林大橋,乙,2019/1/3 下午 01:05:00,1080,1.0,23.0,21.8,8.03,332,--,9.7,110.7,<1.0,<4.0,1.5,1100,0.09,--,0.036,0.13,0.51,0.001,<0.001,<0.003,<0.002,0.0005,<0.0003,<0.001,0.003,<0.005,<0.001,<0.005,<0.001,--,--,--,--
頭前溪流域,頭前溪,新竹縣,竹東大橋,甲,2019/12/4 上午 10:26:00,1087,1.0,22.0,18.6,8.29,392,--,10.7,115.4,<1.0,<4.0,2.8,240,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,竹東大橋,甲,2019/11/6 上午 10:25:00,1087,1.0,26.0,24.2,8.23,383,--,9.4,114.1,<1.0,<4.0,1.8,160,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,竹東大橋,甲,2019/10/2 上午 10:25:00,1087,3.3,29.0,24.1,8.10,211,--,8.6,104.8,<1.0,<4.0,109,680,0.05,--,0.091,--,0.86,--,<0.001,0.003,<0.002,0.0004,<0.0003,0.002,0.010,0.044,<0.001,<0.005,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,竹東大橋,甲,2019/9/4 上午 10:35:00,1087,1.0,30.0,25.1,8.13,278,--,8.0,98.2,1.2,5.1,6.0,780,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,竹東大橋,甲,2019/8/7 上午 10:35:00,1087,2.3,33.0,29.6,8.44,335,--,8.7,117.7,5.8,16.0,1.6,320,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,竹東大橋,甲,2019/7/1 上午 10:35:00,1087,2.3,30.5,24.4,7.88,203,--,8.3,99.9,<1.0,5.4,79.2,4400,0.06,--,0.105,--,0.78,--,<0.001,<0.003,<0.002,0.0023,<0.0003,0.003,0.011,0.046,<0.001,<0.005,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,竹東大橋,甲,2019/6/3 上午 10:35:00,1087,1.0,30.0,25.3,8.00,294,--,8.5,105.6,1.4,5.3,4.4,490,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,竹東大橋,甲,2019/5/8 上午 10:35:00,1087,1.0,23.0,20.0,8.02,272,--,9.4,105.7,<1.0,<4.0,6.2,2700,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,竹東大橋,甲,2019/4/2 上午 10:35:00,1087,1.0,24.0,20.9,8.59,361,--,12.6,142.9,<1.0,<4.0,3.8,6500,0.08,--,0.046,--,0.67,--,<0.001,<0.003,<0.002,0.0011,<0.0003,<0.001,0.004,<0.005,<0.001,<0.005,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,竹東大橋,甲,2019/3/4 上午 10:26:00,1087,1.0,23.0,22.2,7.94,394,--,12.2,142.9,1.2,5.0,7.2,13000,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,竹東大橋,甲,2019/2/14 上午 10:25:00,1087,1.0,22.0,20.7,8.86,385,--,10.5,117.6,1.4,5.2,16.0,11000,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,竹東大橋,甲,2019/1/3 上午 10:25:00,1087,1.0,21.0,19.5,8.82,370,--,13.2,143.7,1.1,<4.0,4.1,14000,0.10,--,0.029,0.53,0.14,0.005,<0.001,<0.003,<0.002,0.0018,<0.0003,<0.001,0.004,<0.005,<0.001,<0.005,<0.001,--,--,--,--
頭前溪流域,頭前溪,新竹縣,中正大橋,甲,2019/12/4 下午 01:45:00,1081,1.0,17.0,20.2,8.43,372,--,10.9,119.2,1.2,<4.0,3.6,50,0.10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,中正大橋,甲,2019/11/6 下午 01:45:00,1081,1.5,27.0,26.2,8.52,322,--,9.1,114.3,<1.0,<4.0,30.5,70,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,中正大橋,甲,2019/10/2 下午 01:45:00,1081,2.3,32.0,26.6,8.10,199,--,8.4,106.6,<1.0,<4.0,53.2,2000,0.05,--,0.080,--,0.81,--,<0.001,<0.003,<0.002,0.0004,<0.0003,0.002,0.009,0.030,<0.001,<0.005,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,中正大橋,甲,2019/9/4 下午 02:05:00,1081,1.5,28.0,25.8,8.26,256,--,8.2,100.9,1.6,5.9,47.9,28000,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,中正大橋,甲,2019/8/7 下午 02:05:00,1081,1.0,33.0,31.1,8.66,279,--,8.4,116.7,<1.0,<4.0,2.6,25,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,中正大橋,乙,2019/7/1 下午 02:05:00,1081,2.3,32.0,25.0,7.91,188,--,8.4,103.2,<1.0,<4.0,81.8,4700,0.07,--,0.092,--,0.81,--,<0.001,<0.003,<0.002,0.0016,<0.0003,0.002,0.011,0.041,<0.001,<0.005,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,中正大橋,乙,2019/6/3 下午 02:05:00,1081,1.5,29.0,26.7,8.60,263,--,8.8,111.1,3.7,10.2,2.4,150,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,中正大橋,乙,2019/5/8 下午 02:05:00,1081,1.0,25.0,21.6,8.31,275,--,9.2,105.9,<1.0,<4.0,4.2,3500,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,中正大橋,乙,2019/4/2 下午 02:05:00,1081,1.0,23.0,22.1,8.81,285,--,9.7,111.4,<1.0,<4.0,2.4,170,0.08,--,0.012,--,0.48,--,<0.001,<0.003,<0.002,0.0008,<0.0003,<0.001,0.003,<0.005,<0.001,<0.005,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,中正大橋,乙,2019/3/4 下午 01:55:00,1081,1.0,25.0,25.4,8.04,361,--,10.1,124.1,1.3,<4.0,4.7,1500,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,中正大橋,乙,2019/2/14 下午 01:55:00,1081,1.0,21.0,20.7,7.60,365,--,9.8,109.2,<1.0,<4.0,16.0,4500,0.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹縣,中正大橋,乙,2019/1/3 下午 01:55:00,1081,1.0,23.5,21.2,8.53,316,--,10.7,119.9,<1.0,<4.0,1.6,2200,0.11,--,0.020,<0.10,0.40,0.002,<0.001,<0.003,<0.002,0.0006,<0.0003,<0.001,0.004,<0.005,<0.001,<0.005,<0.001,--,--,--,--
頭前溪流域,頭前溪,新竹市,頭前溪橋,甲,2019/12/4 下午 02:40:00,1082,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹市,頭前溪橋,甲,2019/11/6 下午 02:35:00,1082,1.0,27.0,25.1,7.84,385,--,6.7,81.3,<1.0,<4.0,2.3,2300,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹市,頭前溪橋,甲,2019/10/2 下午 02:35:00,1082,3.3,32.5,26.9,8.13,203,--,8.3,105.0,<1.0,<4.0,111,2000,0.07,--,0.101,--,0.85,--,<0.001,0.004,<0.002,0.0013,<0.0003,0.003,0.017,0.073,<0.001,<0.005,--,--,--,--,--
頭前溪流域,頭前溪,新竹市,頭前溪橋,甲,2019/9/4 下午 02:57:00,1082,2.3,28.5,27.6,8.24,252,--,7.7,98.2,2.5,17.3,99.8,89000,0.22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹市,頭前溪橋,甲,2019/8/7 下午 02:55:00,1082,1.0,32.0,31.9,8.57,330,--,8.5,118.8,2.7,5.2,5.6,110,0.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
頭前溪流域,頭前溪,新竹市,頭前溪橋,乙,2019/7/1 下午 02:55:00,1082,2.3,32.5,25.7,7.86,193,--,8.3,102.8,<1.0,5.2,95.5,4000,0.04,--,0.118,--,0.84,--,<0.001,0.004,<0.002,0.0023,<0.0003,0.002,0.013,0.079,<0.001,<0.005,--,--,--,--,--
頭前溪流域,頭前溪,新竹市,頭前溪橋,乙,2019/6/3 下午 02:55:00,1082,1.5,29.0,27.0,8.46,287,--,8.8,112.0,3.1,11.2,3.1,540,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
