採樣分區,縣市,測站名稱,水體分類等級,採樣日期,測站編號,卡爾森指數,採樣深度,氣溫,水溫,酸鹼值,導電度,溶氧(滴定法),溶氧(電極法),溶氧飽和度,透明度,葉綠素a,總磷,正磷酸鹽,濁度,懸浮固體,化學需氧量,氨氮,總硬度,總鹼度,硝酸鹽氮,亞硝酸鹽氮,總有機碳,有機氮,總凱氏氮,備註
,,,,,,,m,℃,℃,　,μmho/cm25℃,mg/L,mg/L,%,m,μg/L,mg/L,mg/L,NTU,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L
日月潭水庫,南投縣,日月潭水庫一,甲,2019/7/2 上午 09:16:00,2134,36,0.5,27.2,25.9,8.51,344,--,8.9,120.8,3.6,2.7,0.005,--,1.4,1.7,5.5,0.03,--,--,--,--,0.83,--,--
日月潭水庫,南投縣,日月潭水庫一,甲,2019/6/11 上午 09:46:00,2134,41,0.5,22.8,23.8,8.16,376,--,8.9,115.2,2.2,1.8,0.010,--,3.6,4.2,<4.0,0.01,--,--,--,--,0.66,--,--
日月潭水庫,南投縣,日月潭水庫一,甲,2019/5/9 上午 08:40:00,2134,36,0.5,25.6,23.4,8.32,434,--,8.2,105.6,4.4,2.8,0.005,--,1.7,1.4,8.3,0.03,--,--,--,--,0.84,--,--
日月潭水庫,南投縣,日月潭水庫一,甲,2019/4/16 上午 09:26:00,2134,39,0.5,22.7,22.3,8.38,455,--,8.3,104.0,3.2,2.3,0.009,--,1.6,2.4,<4.0,0.03,--,--,--,--,0.60,--,--
日月潭水庫,南投縣,日月潭水庫一,甲,2019/3/12 上午 09:23:00,2134,42,0.5,24.6,22.0,8.51,446,--,7.7,95.6,1.4,1.2,0.010,--,3.1,3.4,4.0,0.05,--,--,--,--,0.57,--,--
日月潭水庫,南投縣,日月潭水庫一,甲,2019/2/19 上午 09:37:00,2134,34,0.5,22.5,22.0,8.38,454,--,8.8,108.6,4.0,2.2,0.004,--,1.4,2.3,<4.0,0.05,--,--,--,--,0.73,--,--
日月潭水庫,南投縣,日月潭水庫一,甲,2019/1/8 上午 09:16:00,2134,38,0.5,24.8,22.8,8.50,440,--,8.4,105.2,4.6,2.2,0.011,--,1.6,1.7,<4.0,0.03,--,--,--,--,0.96,--,--
日月潭水庫,南投縣,日月潭水庫二,甲,2019/12/10 上午 11:27:00,2135,38,0.5,19.3,22.8,8.44,399,--,7.8,98.6,4.4,2.7,0.008,--,0.80,1.0,<4.0,0.02,--,--,--,--,0.75,--,--
日月潭水庫,南投縣,日月潭水庫二,甲,2019/11/7 上午 10:44:00,2135,40,0.5,26.5,24.9,8.42,401,--,7.9,104.6,3.2,2.7,0.010,--,1.3,1.8,<4.0,0.04,--,--,--,--,0.57,--,--
日月潭水庫,南投縣,日月潭水庫二,甲,2019/10/5 上午 11:14:00,2135,37,0.5,27.0,26.7,8.46,369,--,8.1,111.4,4.6,2.6,0.008,--,1.1,1.0,<4.0,0.03,--,--,--,--,0.60,--,--
日月潭水庫,南投縣,日月潭水庫二,甲,2019/9/9 上午 10:55:00,2135,39,0.5,32.0,27.4,8.44,336,--,8.2,113.0,3.0,2.6,0.008,--,2.0,1.8,<4.0,0.02,--,--,--,--,0.81,--,--
日月潭水庫,南投縣,日月潭水庫二,甲,2019/8/8 上午 10:12:00,2135,39,0.5,29.0,27.8,8.50,371,--,8.5,118.8,3.0,3.5,0.006,--,1.8,2.4,7.1,0.02,--,--,--,--,0.89,--,--
日月潭水庫,南投縣,日月潭水庫二,甲,2019/7/2 上午 11:14:00,2135,41,0.5,28.2,26.6,8.58,338,--,8.9,121.6,3.4,4.5,0.009,--,1.8,1.8,<4.0,0.02,--,--,--,--,0.78,--,--
日月潭水庫,南投縣,日月潭水庫二,甲,2019/6/11 上午 11:35:00,2135,43,0.5,22.3,23.7,8.43,373,--,8.8,114.7,2.6,5.2,0.009,--,1.6,2.3,<4.0,0.01,--,--,--,--,0.85,--,--
日月潭水庫,南投縣,日月潭水庫二,甲,2019/5/9 上午 10:35:00,2135,37,0.5,25.4,23.3,8.38,432,--,8.4,108.0,4.0,2.0,0.007,--,1.4,1.6,<4.0,0.02,--,--,--,--,0.47,--,--
日月潭水庫,南投縣,日月潭水庫二,甲,2019/4/16 上午 11:06:00,2135,41,0.5,21.9,22.3,8.34,451,--,8.3,104.1,3.0,2.5,0.011,--,2.1,2.1,<4.0,0.01,--,--,--,--,0.54,--,--
日月潭水庫,南投縣,日月潭水庫二,甲,2019/3/12 上午 11:07:00,2135,37,0.5,25.1,23.4,8.52,448,--,7.6,97.0,1.6,1.2,0.004,--,1.9,2.6,4.0,0.03,--,--,--,--,0.60,--,--
日月潭水庫,南投縣,日月潭水庫二,甲,2019/2/19 上午 11:24:00,2135,40,0.5,23.3,21.8,8.38,447,--,8.9,109.7,4.2,2.5,0.013,--,1.2,1.6,<4.0,0.02,--,--,--,--,0.85,--,--
日月潭水庫,南投縣,日月潭水庫二,甲,2019/1/8 上午 11:13:00,2135,38,0.5,26.7,23.2,8.52,439,--,8.5,106.6,4.4,2.0,0.010,--,1.3,1.4,<4.0,0.02,--,--,--,--,0.86,--,--
日月潭水庫,南投縣,日月潭水庫三,甲,2019/12/10 上午 11:07:00,2136,41,0.5,19.0,22.2,8.52,398,--,7.9,99.0,4.2,3.3,0.012,--,1.6,1.6,4.0,0.02,--,--,--,--,0.61,--,--
日月潭水庫,南投縣,日月潭水庫三,甲,2019/11/7 上午 10:19:00,2136,42,0.5,26.1,25.8,8.46,400,--,8.3,111.0,2.6,3.1,0.011,--,2.1,2.3,<4.0,0.03,--,--,--,--,0.58,--,--
日月潭水庫,南投縣,日月潭水庫三,甲,2019/10/5 上午 10:58:00,2136,36,0.5,26.8,26.8,8.40,387,--,8.0,109.0,4.6,2.7,0.006,--,0.85,1.1,<4.0,0.01,--,--,--,--,0.63,--,--
日月潭水庫,南投縣,日月潭水庫三,甲,2019/9/9 上午 10:36:00,2136,42,0.5,31.5,27.5,8.51,333,--,8.5,117.6,3.2,4.2,0.011,--,1.9,1.7,<4.0,0.02,--,--,--,--,0.89,--,--
日月潭水庫,南投縣,日月潭水庫三,甲,2019/8/8 上午 09:50:00,2136,37,0.5,29.0,27.4,8.48,371,--,8.8,112.6,3.0,1.9,0.006,--,1.7,2.3,7.1,0.02,--,--,--,--,0.92,--,--
日月潭水庫,南投縣,日月潭水庫三,甲,2019/7/2 上午 10:51:00,2136,35,0.5,28.2,26.4,8.56,337,--,9.0,123.2,3.4,2.0,0.004,--,0.85,<1.0,6.0,0.01,--,--,--,--,1.13,--,--
日月潭水庫,南投縣,日月潭水庫三,甲,2019/6/11 上午 11:15:00,2136,44,0.5,22.2,23.7,8.36,372,--,8.9,115.6,2.4,5.9,0.010,--,2.0,2.5,<4.0,0.02,--,--,--,--,0.63,--,--
日月潭水庫,南投縣,日月潭水庫三,甲,2019/5/9 上午 10:13:00,2136,37,0.5,25.5,23.8,8.38,431,--,8.2,106.7,4.3,2.2,0.007,--,1.7,1.3,<4.0,0.03,--,--,--,--,0.58,--,--
日月潭水庫,南投縣,日月潭水庫三,甲,2019/4/16 上午 10:45:00,2136,39,0.5,22.2,22.2,8.35,452,--,8.3,104.4,3.2,2.8,0.007,--,1.9,2.8,<4.0,0.03,--,--,--,--,0.52,--,--
日月潭水庫,南投縣,日月潭水庫三,甲,2019/3/12 上午 10:46:00,2136,44,0.5,24.8,21.8,8.48,448,--,7.8,96.6,2.0,1.4,0.019,--,2.8,3.0,<4.0,0.03,--,--,--,--,0.61,--,--
日月潭水庫,南投縣,日月潭水庫三,甲,2019/2/19 上午 11:02:00,2136,41,0.5,23.2,21.9,8.39,447,--,9.0,110.6,3.6,2.7,0.013,--,1.3,1.7,<4.0,0.03,--,--,--,--,0.75,--,--
日月潭水庫,南投縣,日月潭水庫三,甲,2019/1/8 上午 10:51:00,2136,39,0.5,26.4,23.2,8.56,438,--,8.8,111.4,4.4,2.5,0.012,--,1.2,1.4,<4.0,0.03,--,--,--,--,0.85,--,--
日月潭水庫,南投縣,日月潭水庫四,甲,2019/12/10 上午 09:46:00,2137,41,0.5,18.4,22.6,8.50,398,--,7.7,96.6,4.2,3.5,0.012,--,1.6,1.6,4.5,0.03,--,--,--,--,0.59,--,--
日月潭水庫,南投縣,日月潭水庫四,甲,2019/11/7 上午 08:34:00,2137,44,0.5,25.4,25.3,8.38,404,--,7.9,105.0,2.6,3.1,0.017,--,2.2,2.6,<4.0,0.06,--,--,--,--,0.57,--,--
日月潭水庫,南投縣,日月潭水庫四,甲,2019/10/5 上午 09:34:00,2137,38,0.5,26.5,26.3,8.34,373,--,7.7,104.8,3.8,3.3,0.006,--,1.2,1.7,<4.0,0.03,--,--,--,--,0.58,--,--
日月潭水庫,南投縣,日月潭水庫四,甲,2019/9/9 上午 09:20:00,2137,40,0.5,30.0,27.6,8.32,338,--,7.7,106.1,2.8,3.9,0.007,--,2.3,2.5,<4.0,0.03,--,--,--,--,0.74,--,--
日月潭水庫,南投縣,日月潭水庫四,甲,2019/8/8 上午 08:35:00,2137,40,0.5,29.3,27.3,8.45,370,--,8.6,120.2,3.0,4.0,0.007,--,1.6,3.1,5.1,0.01,--,--,--,--,0.70,--,--
日月潭水庫,南投縣,日月潭水庫四,甲,2019/7/2 上午 09:34:00,2137,42,0.5,27.5,25.6,8.52,341,--,8.9,119.6,2.4,5.0,0.007,--,2.4,2.3,5.5,0.02,--,--,--,--,0.72,--,--
日月潭水庫,南投縣,日月潭水庫四,甲,2019/6/11 上午 10:02:00,2137,45,0.5,22.7,23.7,8.37,372,--,8.8,114.8,2.2,6.7,0.010,--,1.8,1.8,<4.0,0.01,--,--,--,--,0.61,--,--
日月潭水庫,南投縣,日月潭水庫四,甲,2019/5/9 上午 09:00:00,2137,38,0.5,25.9,23.5,8.28,428,--,8.1,104.4,3.8,1.8,0.009,--,3.2,3.1,<4.0,0.02,--,--,--,--,0.48,--,--
日月潭水庫,南投縣,日月潭水庫四,甲,2019/4/16 上午 09:39:00,2137,37,0.5,22.1,22.4,8.32,457,--,8.1,102.3,3.6,1.8,0.007,--,1.9,2.0,<4.0,0.02,--,--,--,--,0.61,--,--
日月潭水庫,南投縣,日月潭水庫四,甲,2019/3/12 上午 09:37:00,2137,42,0.5,24.7,21.4,8.52,447,--,7.7,94.4,1.4,0.9,0.014,--,3.7,4.9,4.0,0.04,--,--,--,--,0.67,--,--
日月潭水庫,南投縣,日月潭水庫四,甲,2019/2/19 上午 09:50:00,2137,39,0.5,22.9,21.9,8.34,448,--,8.5,104.6,4.0,2.4,0.010,--,1.2,1.9,<4.0,0.05,--,--,--,--,0.90,--,--
日月潭水庫,南投縣,日月潭水庫四,甲,2019/1/8 上午 09:34:00,2137,37,0.5,25.1,22.4,8.44,437,--,8.3,103.0,4.2,2.3,0.007,--,1.6,1.8,<4.0,0.04,--,--,--,--,0.83,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/12/10 上午 10:02:00,2138,42,0.5,18.5,22.5,8.50,398,--,7.4,92.0,4.0,2.8,0.019,--,0.85,1.6,<4.0,0.03,--,--,--,--,0.52,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/12/10 上午 10:24:00,2138,--,15.6,18.5,22.3,8.49,399,--,7.5,93.6,--,2.3,0.012,--,1.3,1.6,<4.0,0.03,--,--,--,--,0.67,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/12/10 上午 10:39:00,2138,--,19.8,18.5,22.1,8.54,400,--,7.6,95.4,--,1.7,0.011,--,1.1,1.5,5.0,0.03,--,--,--,--,0.66,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/12/10 上午 10:12:00,2138,--,5.2,18.5,22.5,8.52,398,--,7.4,93.0,--,2.3,0.012,--,1.1,1.6,<4.0,0.02,--,--,--,--,0.51,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/11/7 上午 08:53:00,2138,44,0.5,25.8,25.4,8.36,402,--,7.5,100.4,2.6,2.8,0.016,--,2.6,3.0,<4.0,0.04,--,--,--,--,0.55,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/11/7 上午 09:27:00,2138,--,18.8,25.8,24.9,8.30,404,--,7.2,95.4,--,2.6,0.009,--,3.1,3.4,<4.0,0.05,--,--,--,--,0.57,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/11/7 上午 09:47:00,2138,--,24.0,25.8,24.6,8.28,402,--,7.0,91.8,--,2.4,0.013,--,3.2,3.4,<4.0,0.05,--,--,--,--,0.66,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/11/7 上午 09:09:00,2138,--,6.3,25.8,25.1,8.32,405,--,7.5,99.2,--,2.7,0.017,--,2.8,3.2,<4.0,0.04,--,--,--,--,0.59,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/10/5 上午 09:50:00,2138,37,0.5,26.7,26.5,8.38,369,--,7.9,107.0,4.6,2.7,0.007,--,1.2,1.1,<4.0,0.03,--,--,--,--,0.59,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/10/5 上午 10:16:00,2138,--,18.4,26.7,25.9,8.24,375,--,7.2,96.6,--,2.8,0.014,--,2.1,2.0,<4.0,0.03,--,--,--,--,0.53,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/10/5 上午 10:31:00,2138,--,23.5,26.7,25.7,8.20,377,--,6.8,90.8,--,2.2,0.013,--,2.5,2.7,<4.0,0.03,--,--,--,--,0.56,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/10/5 上午 10:02:00,2138,--,6.1,26.7,26.1,8.26,373,--,7.4,99.8,--,2.8,0.009,--,1.4,1.9,<4.0,0.02,--,--,--,--,0.62,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/9/9 上午 09:37:00,2138,42,0.5,31.0,27.1,8.39,338,--,8.0,109.2,2.6,3.9,0.009,--,2.1,1.8,5.5,0.03,--,--,--,--,0.82,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/9/9 上午 10:01:00,2138,--,18.6,31.0,25.9,8.21,347,--,7.2,97.4,--,1.8,0.010,--,5.1,4.6,<4.0,0.02,--,--,--,--,0.69,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/9/9 上午 10:13:00,2138,--,23.8,31.0,25.7,8.20,350,--,7.2,95.8,--,1.7,0.011,--,10,9.2,<4.0,0.02,--,--,--,--,0.65,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/9/9 上午 09:49:00,2138,--,6.2,31.0,26.5,8.22,342,--,7.1,95.8,--,2.9,0.015,--,4.4,3.7,<4.0,0.02,--,--,--,--,0.76,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/8/8 上午 08:50:00,2138,39,0.5,29.1,26.8,8.35,373,--,7.6,104.8,2.8,2.8,0.007,--,1.5,1.7,5.1,0.02,--,--,--,--,0.63,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/8/8 上午 09:14:00,2138,--,17.7,29.1,26.2,8.16,379,--,7.2,97.8,--,2.6,0.006,--,2.7,2.8,4.5,0.03,--,--,--,--,0.76,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/8/8 上午 09:25:00,2138,--,22.6,29.1,26.2,8.18,380,--,7.1,97.6,--,2.3,0.007,--,2.5,3.1,4.5,0.01,--,--,--,--,0.71,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/8/8 上午 09:02:00,2138,--,5.9,29.1,26.5,8.14,377,--,7.2,99.0,--,2.7,0.008,--,1.8,2.6,4.0,0.04,--,--,--,--,0.54,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/7/2 上午 09:50:00,2138,40,0.5,27.8,25.9,8.54,340,--,8.9,120.6,2.6,4.6,0.005,--,1.6,1.7,6.0,0.02,--,--,--,--,0.92,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/7/2 上午 10:13:00,2138,--,17.9,27.8,24.7,8.30,352,--,7.7,101.6,--,1.3,0.006,--,2.0,1.5,4.0,0.02,--,--,--,--,0.56,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/7/2 上午 10:24:00,2138,--,22.8,27.8,24.4,8.28,358,--,7.6,100.4,--,1.5,0.008,--,3.2,3.4,4.5,0.02,--,--,--,--,0.64,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/7/2 上午 10:02:00,2138,--,6.0,27.8,25.3,8.33,349,--,7.9,105.6,--,2.9,0.011,--,2.6,3.0,<4.0,0.01,--,--,--,--,0.67,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/6/11 上午 10:17:00,2138,43,0.5,22.6,23.9,8.52,372,--,9.2,119.8,2.4,6.4,0.008,--,1.2,1.2,4.8,0.02,--,--,--,--,0.90,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/6/11 上午 10:37:00,2138,--,19.4,22.6,23.2,8.25,384,--,8.8,112.6,--,5.3,0.013,--,3.7,3.8,<4.0,0.01,--,--,--,--,0.46,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/6/11 上午 10:48:00,2138,--,24.9,22.6,23.1,8.25,386,--,8.7,111.4,--,3.6,0.010,--,7.5,8.9,<4.0,0.02,--,--,--,--,0.45,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/6/11 上午 10:27:00,2138,--,6.5,22.6,23.7,8.29,380,--,8.6,111.4,--,5.6,0.007,--,2.7,2.8,<4.0,0.01,--,--,--,--,0.53,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/5/9 上午 09:18:00,2138,34,0.5,26.1,23.6,8.28,434,--,7.9,102.4,3.8,2.0,0.004,--,2.1,2.2,<4.0,0.02,--,--,--,--,0.50,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/5/9 上午 09:34:00,2138,--,17.6,26.1,23.5,8.28,433,--,8.0,103.2,--,1.5,0.006,--,2.1,1.9,<4.0,0.03,--,--,--,--,1.49,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/5/9 上午 09:44:00,2138,--,22.4,26.1,23.4,8.26,434,--,8.0,103.5,--,1.2,0.008,--,2.0,2.0,<4.0,0.04,--,--,--,--,0.78,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/5/9 上午 09:26:00,2138,--,5.9,26.1,23.5,8.28,433,--,8.0,103.0,--,1.8,0.006,--,1.9,2.6,<4.0,0.03,--,--,--,--,0.49,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/4/16 上午 09:54:00,2138,39,0.5,22.1,22.2,8.30,454,--,8.2,102.6,4.2,2.4,0.011,--,1.6,1.4,<4.0,0.04,--,--,--,--,0.76,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/4/16 上午 10:10:00,2138,--,19.5,22.1,22.1,8.23,455,--,7.9,98.6,--,1.9,0.012,--,2.5,2.9,<4.0,0.01,--,--,--,--,0.58,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/4/16 上午 10:19:00,2138,--,25.0,22.1,21.9,8.24,455,--,7.9,98.1,--,1.9,0.016,--,1.9,2.2,<4.0,0.03,--,--,--,--,0.75,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/4/16 上午 10:02:00,2138,--,6.5,22.1,22.5,8.27,456,--,7.8,97.8,--,1.9,0.007,--,1.5,1.9,<4.0,0.02,--,--,--,--,0.54,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/3/12 上午 09:51:00,2138,40,0.5,24.8,21.3,8.52,449,--,8.0,97.8,1.6,0.9,0.009,--,3.0,3.8,<4.0,0.04,--,--,--,--,0.76,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/3/12 上午 10:11:00,2138,--,17.7,24.8,21.1,8.50,448,--,7.6,93.1,--,0.6,0.013,--,2.3,3.2,<4.0,0.04,--,--,--,--,0.66,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/3/12 上午 10:25:00,2138,--,22.6,24.8,20.9,8.48,446,--,7.7,93.8,--,0.4,0.013,--,4.3,5.8,<4.0,0.03,--,--,--,--,0.78,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/3/12 上午 10:02:00,2138,--,5.9,24.8,21.1,8.53,448,--,7.7,94.4,--,0.7,0.013,--,2.5,3.1,<4.0,0.02,--,--,--,--,0.75,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/2/19 上午 10:05:00,2138,38,0.5,22.9,21.7,8.31,447,--,8.2,101.2,3.8,2.5,0.008,--,1.0,1.9,<4.0,0.03,--,--,--,--,0.74,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/2/19 上午 10:21:00,2138,--,16.7,22.9,21.5,8.34,447,--,8.4,103.6,--,1.7,0.008,--,0.90,1.5,<4.0,0.04,--,--,--,--,0.71,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/2/19 上午 10:33:00,2138,--,21.2,22.9,21.5,8.30,447,--,8.0,98.4,--,1.1,0.008,--,1.3,2.1,<4.0,0.03,--,--,--,--,0.83,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/2/19 上午 10:13:00,2138,--,5.6,22.9,21.7,8.33,448,--,8.4,102.8,--,2.1,0.010,--,0.85,1.9,<4.0,0.02,--,--,--,--,0.64,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/1/8 上午 09:54:00,2138,38,0.5,25.4,23.0,8.54,437,--,8.2,103.2,3.4,2.0,0.008,--,1.2,1.4,<4.0,0.03,--,--,--,--,0.99,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/1/8 上午 10:16:00,2138,--,17.9,25.4,23.0,8.82,436,--,8.1,101.8,--,1.3,0.009,--,1.5,2.0,<4.0,0.02,--,--,--,--,0.93,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/1/8 上午 10:25:00,2138,--,22.9,25.4,22.3,8.98,435,--,8.1,100.4,--,1.2,0.011,--,1.6,1.7,<4.0,0.02,--,--,--,--,0.90,--,--
日月潭水庫,南投縣,日月潭水庫五,甲,2019/1/8 上午 10:07:00,2138,--,6.0,25.4,23.2,8.64,435,--,8.1,102.4,--,1.6,0.011,--,1.8,1.8,<4.0,0.03,--,--,--,--,0.90,--,--
頭社水庫,南投縣,頭社水庫,甲,2019/11/7 下午 12:07:00,2139,51,0.5,26.5,26.7,8.25,163,--,8.0,107.6,1.6,9.8,0.018,--,2.8,3.5,10.6,0.04,--,--,--,--,--,--,--
頭社水庫,南投縣,頭社水庫,甲,2019/8/8 下午 12:10:00,2139,54,0.5,30.8,30.1,8.95,139,--,9.1,133.0,2.0,40.2,0.017,--,4.1,3.3,10.9,0.03,--,--,--,--,--,--,--
頭社水庫,南投縣,頭社水庫,甲,2019/5/9 上午 11:53:00,2139,49,0.5,25.6,24.8,8.28,216,--,8.0,104.9,1.8,7.8,0.018,--,5.7,5.3,4.8,0.03,--,--,--,--,--,--,--
頭社水庫,南投縣,頭社水庫,甲,2019/2/19 下午 12:00:00,2139,45,0.5,22.8,23.2,9.05,212,--,10.4,130.4,2.4,4.8,0.013,--,2.1,3.1,10.9,0.03,--,--,--,--,--,--,--
霧社水庫,南投縣,霧社水庫一,甲,2019/12/9 上午 11:40:00,2140,46,0.5,20.4,19.4,8.30,493,--,7.6,92.2,2.4,6.3,0.013,--,3.1,2.7,6.0,0.04,--,--,--,--,0.89,--,--
霧社水庫,南投縣,霧社水庫一,甲,2019/12/9 下午 12:04:00,2140,--,10.0,20.4,18.4,8.28,492,--,7.2,85.8,--,1.9,0.016,--,3.3,4.0,<4.0,0.05,--,--,--,--,0.62,--,--
霧社水庫,南投縣,霧社水庫一,甲,2019/12/9 下午 12:14:00,2140,--,12.3,20.4,18.2,8.25,492,--,7.0,83.9,--,1.6,0.017,--,3.2,3.9,<4.0,0.06,--,--,--,--,0.56,--,--
霧社水庫,南投縣,霧社水庫一,甲,2019/12/9 上午 11:53:00,2140,--,3.3,20.4,18.7,8.30,489,--,7.5,89.8,--,5.4,0.021,--,3.8,4.2,4.5,0.03,--,--,--,--,0.68,--,--
霧社水庫,南投縣,霧社水庫一,甲,2019/11/11 上午 10:28:00,2140,54,0.5,23.7,22.6,8.28,443,--,7.1,91.4,0.6,9.9,0.014,--,12,10.3,<4.0,0.03,--,--,--,--,0.72,--,--
霧社水庫,南投縣,霧社水庫一,甲,2019/11/11 上午 10:40:00,2140,--,2.0,23.7,22.0,8.24,443,--,6.6,80.9,--,9.3,0.024,--,16,15.0,<4.0,0.03,--,--,--,--,0.59,--,--
霧社水庫,南投縣,霧社水庫一,甲,2019/11/11 上午 10:48:00,2140,--,6.0,23.7,21.4,8.29,444,--,6.5,81.7,--,3.5,0.017,--,25,25.7,<4.0,0.05,--,--,--,--,0.53,--,--
霧社水庫,南投縣,霧社水庫一,甲,2019/11/11 上午 10:55:00,2140,--,7.0,23.7,21.3,8.30,443,--,6.5,82.0,--,1.9,0.028,--,39,38.1,4.3,0.06,--,--,--,--,0.54,--,--
霧社水庫,南投縣,霧社水庫一,甲,2019/10/7 上午 10:14:00,2140,43,0.5,26.3,25.3,8.33,393,--,8.3,112.5,3.8,2.9,0.018,--,0.70,<1.0,<4.0,0.03,--,--,--,--,0.71,--,--
霧社水庫,南投縣,霧社水庫一,甲,2019/10/7 上午 10:32:00,2140,--,17.7,26.3,22.2,8.10,376,--,6.4,82.2,--,1.2,0.015,--,2.4,2.9,<4.0,0.05,--,--,--,--,0.77,--,--
霧社水庫,南投縣,霧社水庫一,甲,2019/10/7 上午 10:43:00,2140,--,22.6,26.3,21.5,8.03,374,--,5.8,73.4,--,0.9,0.024,--,2.8,2.6,<4.0,0.05,--,--,--,--,0.68,--,--
霧社水庫,南投縣,霧社水庫一,甲,2019/10/7 上午 10:23:00,2140,--,5.9,26.3,24.4,8.43,384,--,8.5,113.8,--,2.4,0.024,--,1.0,1.0,<4.0,0.02,--,--,--,--,0.69,--,--
霧社水庫,南投縣,霧社水庫一,甲,2019/9/9 上午 10:04:00,2140,50,0.5,27.0,25.5,8.61,338,--,9.4,130.8,1.4,7.4,0.017,--,4.6,3.8,4.0,0.03,--,--,--,--,0.73,--,--
霧社水庫,南投縣,霧社水庫一,甲,2019/9/9 上午 10:18:00,2140,--,17.0,27.0,20.1,8.11,289,--,7.6,95.4,--,0.4,0.014,--,2.5,1.7,<4.0,0.05,--,--,--,--,0.38,--,--
霧社水庫,南投縣,霧社水庫一,甲,2019/9/9 上午 10:28:00,2140,--,21.7,27.0,19.5,8.10,285,--,7.4,91.1,--,0.2,0.003,--,2.5,2.0,<4.0,0.06,--,--,--,--,0.36,--,--
霧社水庫,南投縣,霧社水庫一,甲,2019/9/9 上午 10:11:00,2140,--,5.7,27.0,22.8,8.23,346,--,7.2,95.0,--,2.4,0.011,--,8.7,7.0,<4.0,0.04,--,--,--,--,0.43,--,--
霧社水庫,南投縣,霧社水庫一,甲,2019/8/6 上午 09:50:00,2140,42,0.5,28.4,28.5,8.30,396,--,7.9,114.6,2.6,3.1,0.011,--,2.8,2.6,<4.0,0.02,--,--,--,--,0.63,--,--
霧社水庫,南投縣,霧社水庫一,甲,2019/8/6 上午 10:12:00,2140,--,14.3,28.4,22.6,7.94,404,--,5.3,68.9,--,0.9,0.009,--,5.3,4.4,4.3,0.02,--,--,--,--,0.59,--,--
霧社水庫,南投縣,霧社水庫一,甲,2019/8/6 上午 10:23:00,2140,--,18.0,28.4,21.7,7.96,396,--,4.8,62.0,--,0.8,0.012,--,3.4,3.4,4.3,0.01,--,--,--,--,0.60,--,--
