採樣分區,縣市,測站名稱,採樣日期,測站編號,水面至井口深度,水溫,導電度,酸鹼值,溶氧(電極法),溶氧飽和度,氧化還原電位,總硬度,總溶解固體物,氯鹽,氨氮,硝酸鹽氮,硫酸鹽,總有機碳,砷,鎘,鉻,銅,鉛,鋅,鐵,錳,汞,鎳,總酚,氟鹽,鈉,鉀,鈣,鎂,總鹼度,苯,甲苯,乙苯,二甲苯,naphthalene,四氯化碳,氯苯,氯仿,氯甲烷,1,4—二氯苯,1,1—二氯乙烷,1,2—二氯乙烷,1,1—二氯乙烯,順1,2—二氯乙烯,反1,2—二氯乙烯,三氯乙烯,四氯乙烯,氯乙烯,二氯甲烷,1,1,2—三氯乙烷,1,1,1—三氯乙烷,1,2-二氯苯,甲基第三丁基醚,備註
,,,,,m,℃,μmho/cm25℃,,mg/L,%,mV,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L
新苗地區,苗栗縣,通霄國中,2017/3/17 上午 10:01:00,4309,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
新苗地區,苗栗縣,通霄國中,2017/1/9 上午 10:55:00,4309,3.533,27.7,1140,6.8,2.3,--,<59.9,423,716,77.5,0.61,<0.01,178,2.86,0.0011,<0.001,<0.001,0.001,<0.003,0.006,1.24,0.150,<0.0003,0.016,0.0537,0.37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,苗栗縣,苑裡國小,2017/10/18 上午 11:56:00,4310,4.710,28.1,921,6.7,0.1,--,89.4,392,650,37.4,0.30,0.93,142,2.52,<0.0003,<0.001,<0.001,0.001,<0.003,0.003,<0.005,0.111,--,--,<0.0060,0.26,30.3,7.38,128,23.9,294,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,苗栗縣,苑裡國小,2017/4/19 上午 11:44:00,4310,4.861,26.0,907,6.8,0.3,--,<60.8,411,558,38.5,0.22,0.19,130,2.87,<0.0003,<0.001,<0.001,0.001,<0.003,0.009,0.005,0.115,<0.0003,0.006,0.0441,0.25,31.6,7.36,132,25.4,290,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,苗栗縣,苑裡國小,2017/3/17 下午 02:01:00,4310,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,0.0128
新苗地區,新竹縣,鳳岡國小(原為鳳崗國小),2017/11/3 下午 01:49:00,4311,4.374,27.8,427,6.3,0.8,--,144,136,282,25.4,<0.01,0.67,62.3,1.10,0.0003,<0.001,<0.001,0.002,<0.003,0.019,0.030,<0.005,--,--,0.0076,0.17,30.5,3.07,34.4,13.1,94.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,新竹縣,鳳岡國小(原為鳳崗國小),2017/4/24 下午 01:41:00,4311,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200
新苗地區,新竹縣,新港國小(新竹縣),2017/11/3 下午 12:51:00,4312,3.861,27.9,497,6.4,0.8,--,138,177,310,32.1,<0.01,1.42,61.3,0.33,<0.0003,<0.001,<0.001,0.002,<0.003,0.008,0.019,<0.005,--,--,0.0148,0.25,30.7,4.07,51.0,10.4,123,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,新竹縣,新港國小(新竹縣),2017/5/22 下午 03:56:00,4312,3.598,25.0,483,6.6,4.4,--,132,164,376,30.0,0.01,1.58,58.9,0.42,0.0004,<0.001,0.002,<0.001,<0.003,0.016,0.023,0.008,<0.0003,<0.005,<0.0060,0.24,31.5,3.55,48.2,9.73,125,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,新竹縣,新港國小(新竹縣),2017/4/24 下午 12:01:00,4312,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200
新苗地區,新竹縣,麻園國小,2017/11/3 下午 03:07:00,4313,1.751,26.7,692,6.4,0.6,--,16.3,238,434,58.9,0.06,<0.01,86.6,0.53,0.0041,<0.001,<0.001,<0.001,<0.003,0.009,3.51,0.269,--,--,0.0119,0.15,50.1,2.03,66.9,16.7,146,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,新竹縣,麻園國小,2017/4/24 下午 03:11:00,4313,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200
新苗地區,新竹縣,新社國小,2017/11/3 下午 04:18:00,4314,6.695,28.2,477,6.4,0.8,--,163,181,311,18.2,<0.01,5.39,49.2,0.36,<0.0003,<0.001,<0.001,<0.001,<0.003,0.016,0.030,0.015,--,--,0.0123,0.14,23.7,4.30,55.2,10.7,132,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,新竹縣,新社國小,2017/4/11 下午 03:21:00,4314,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200
新苗地區,新竹縣,關西國小,2017/10/27 上午 09:22:00,4317,7.581,27.5,185,4.9,1.9,--,256,43.1,156,15.1,<0.01,5.69,24.0,0.58,<0.0003,<0.001,<0.001,0.001,<0.003,0.022,0.030,0.023,--,--,0.0159,<0.10,13.4,3.73,7.80,5.85,8.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,新竹縣,關西國小,2017/5/24 上午 09:13:00,4317,6.736,26.0,167,5.2,3.6,--,257,38.7,80.0,13.6,0.01,3.16,23.1,0.99,<0.0003,<0.001,0.003,<0.001,<0.003,0.022,0.037,0.022,<0.0003,<0.005,<0.0060,<0.10,12.3,3.51,6.69,5.24,9.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,新竹縣,關西國小,2017/4/10 上午 09:26:00,4317,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200
新苗地區,新竹縣,東海國小,2017/10/20 上午 09:21:00,4323,6.826,28.0,413,6.4,3.4,--,73.2,173,274,8.4,<0.01,1.54,42.3,0.83,<0.0003,<0.001,0.002,0.001,<0.003,0.020,0.032,<0.005,--,--,0.0381,0.10,14.7,2.70,55.6,9.50,145,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,新竹縣,東海國小,2017/4/26 下午 01:36:00,4323,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200
新苗地區,新竹縣,芎林國小,2017/10/27 上午 11:58:00,4329,6.913,24.7,503,6.0,1.5,--,113,259,372,8.8,<0.01,4.95,48.6,2.50,0.0004,<0.001,0.001,0.001,<0.003,0.021,0.061,0.065,--,--,0.0436,0.14,19.0,7.02,53.0,31.3,222,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,新竹縣,芎林國小,2017/5/24 下午 12:23:00,4329,6.741,25.6,574,6.2,0.4,--,62.9,274,361,11.5,<0.01,6.37,38.7,1.47,<0.0003,<0.001,0.004,<0.001,<0.003,0.022,0.047,0.059,<0.0003,0.008,<0.0060,0.18,18.7,4.41,48.4,38.2,250,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,新竹縣,芎林國小,2017/4/10 下午 12:21:00,4329,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200
新苗地區,新竹縣,工業技術研究院,2017/10/31 上午 09:29:00,4331,4.516,27.6,349,6.3,1.8,--,133,153,222,3.2,<0.01,0.34,61.7,0.32,0.0027,<0.001,<0.001,<0.001,<0.003,0.010,0.060,<0.005,--,--,0.0181,0.13,9.65,1.80,43.1,11.0,108,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,新竹縣,工業技術研究院,2017/4/11 下午 02:01:00,4331,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200
新苗地區,新竹縣,二重國小(新竹縣),2017/10/27 下午 03:21:00,4332,4.972,25.6,376,5.8,0.1,--,145,131,246,19.6,<0.01,4.20,64.4,0.45,0.0007,<0.001,<0.001,0.001,<0.003,0.012,0.093,0.086,--,--,<0.0060,<0.10,21.5,2.13,26.3,17.5,79.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,新竹縣,二重國小(新竹縣),2017/4/10 下午 03:51:00,4332,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200
新苗地區,苗栗縣,行政院農委會家畜衛生試驗所動物用藥品檢定分所,2017/10/16 下午 03:14:00,4333,5.170,28.2,1140,6.2,0.8,--,189.9,241,704,272,0.05,1.50,48.6,1.55,<0.0003,<0.001,<0.001,0.003,<0.003,0.010,0.056,0.014,--,--,<0.0060,0.26,139,8.72,59.5,21.8,116,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,苗栗縣,行政院農委會家畜衛生試驗所動物用藥品檢定分所,2017/5/8 下午 02:51:00,4333,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
新苗地區,苗栗縣,大埔國小,2017/10/20 下午 03:16:00,4334,3.510,27.2,317,5.7,0.5,--,190.6,90.9,218,46.0,0.02,1.93,49.7,0.86,<0.0003,<0.001,<0.001,0.001,<0.003,0.004,0.013,0.009,--,--,<0.0060,<0.10,25.2,1.63,6.87,18.1,40.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,苗栗縣,大埔國小,2017/3/23 上午 11:56:00,4334,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
新苗地區,苗栗縣,建國國中,2017/10/19 上午 09:36:00,4335,3.779,29.2,483,6.5,1.1,--,182.3,199,314,17.7,0.05,0.80,35.3,2.10,<0.0003,<0.001,<0.001,<0.001,<0.003,0.002,<0.005,0.231,--,--,<0.0060,0.13,22.1,2.22,55.3,13.9,179,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,苗栗縣,建國國中,2017/3/17 上午 09:51:00,4335,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
新苗地區,苗栗縣,后庄國小,2017/10/16 上午 11:14:00,4336,3.827,28.0,865,6.5,0.1,--,193.5,382,544,41.1,0.06,0.17,78.2,3.50,<0.0003,<0.001,<0.001,0.001,<0.003,0.005,0.018,0.513,--,--,<0.0060,0.25,42.6,1.09,94.2,39.8,325,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,苗栗縣,后庄國小,2017/3/16 上午 11:32:00,4336,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
新苗地區,苗栗縣,新興國小,2017/10/19 下午 01:36:00,4337,4.915,28.6,494,6.4,1.3,--,130.4,231,340,9.2,0.01,1.05,57.6,1.64,<0.0003,<0.001,<0.001,<0.001,<0.003,0.003,0.022,0.109,--,--,<0.0060,0.12,15.4,2.26,65.8,12.9,179,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,苗栗縣,新興國小,2017/3/17 下午 01:51:00,4337,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
新苗地區,苗栗縣,竹南國小,2017/10/20 下午 01:41:00,4338,2.780,30.6,487,6.5,0.3,--,74.4,194,328,28.4,0.26,2.13,47.7,1.49,<0.0003,<0.001,<0.001,0.001,<0.003,0.004,0.043,0.218,--,--,<0.0060,0.19,23.9,3.57,50.1,13.0,151,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,苗栗縣,竹南國小,2017/3/10 下午 02:01:00,4338,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
新苗地區,苗栗縣,六合國小(苗栗縣),2017/10/16 上午 09:44:00,4339,6.101,27.3,469,6.2,0.1,--,162.3,134,310,24.0,0.13,3.04,53.3,1.39,<0.0003,<0.001,<0.001,0.001,<0.003,0.004,0.016,0.013,--,--,<0.0060,0.17,46.4,2.47,41.6,10.4,139,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,苗栗縣,六合國小(苗栗縣),2017/3/10 下午 03:31:00,4339,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
新苗地區,苗栗縣,僑善國小,2017/10/19 下午 03:26:00,4340,11.380,27.5,380,7.6,0.2,--,<155.7,147,240,15.1,0.66,0.03,34.5,0.77,<0.0003,<0.001,<0.001,<0.001,<0.003,0.003,0.042,0.177,--,--,<0.0060,0.18,24.4,1.74,35.2,10.7,128,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,苗栗縣,僑善國小,2017/7/11 下午 04:30:00,4340,11.297,25.9,373,7.7,0.4,--,<116.4,128,246,15.7,0.58,0.03,33.8,0.84,<0.0003,<0.001,<0.001,<0.001,<0.003,0.003,0.022,0.190,--,--,<0.0060,0.20,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,苗栗縣,僑善國小,2017/4/17 下午 03:35:00,4340,11.094,26.8,373,7.7,0.1,--,<114.9,133,246,13.6,0.48,0.05,34.1,1.18,<0.0003,<0.001,<0.001,<0.001,<0.003,0.003,0.022,0.176,<0.0003,<0.005,0.0770,0.17,25.4,2.00,37.0,11.5,131,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,苗栗縣,僑善國小,2017/3/17 下午 03:21:00,4340,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
新苗地區,苗栗縣,僑善國小,2017/1/9 下午 02:35:00,4340,11.464,26.3,371,7.7,0.1,--,<155.1,133,212,13.3,0.52,0.01,33.1,1.33,<0.0003,<0.001,<0.001,<0.001,<0.003,0.002,0.067,0.178,<0.0003,<0.005,0.140,0.20,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,苗栗縣,海口國小,2017/10/16 下午 01:54:00,4341,1.993,29.1,542,6.7,0.1,--,<115.9,175,322,35.7,3.48,<0.01,68.9,4.28,0.0015,<0.001,<0.001,0.001,<0.003,0.002,1.27,0.545,--,--,<0.0060,0.26,37.1,6.61,50.3,12.2,172,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,苗栗縣,海口國小,2017/4/17 下午 01:53:00,4341,0.961,23.6,624,6.6,0.3,--,<116.7,221,410,30.0,0.98,<0.01,49.8,7.14,0.0011,<0.001,<0.001,<0.001,<0.003,0.003,4.40,0.532,<0.0003,0.023,<0.0060,0.30,39.3,4.26,74.3,12.4,209,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,苗栗縣,海口國小,2017/3/16 上午 10:01:00,4341,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
新苗地區,苗栗縣,成功國小(苗栗縣),2017/10/11 下午 01:45:00,4344,1.976,27.8,3850,8.3,0.1,--,<201.1,388,2720,1300,0.33,<0.01,206,1.53,0.0013,<0.001,<0.001,<0.001,<0.003,<0.002,<0.005,0.049,--,--,<0.0060,0.93,801,38.9,30.0,73.5,323,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,苗栗縣,成功國小(苗栗縣),2017/3/14 下午 02:01:00,4344,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
新苗地區,苗栗縣,溪洲國小,2017/10/11 下午 03:08:00,4345,1.631,30.7,525,6.3,0.5,--,150.5,186,346,41.0,0.02,2.89,83.0,1.50,<0.0003,<0.001,<0.001,0.001,<0.003,0.003,<0.005,0.008,--,--,<0.0060,0.30,33.9,2.63,57.0,14.3,107,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,苗栗縣,溪洲國小,2017/3/14 下午 03:31:00,4345,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
新苗地區,苗栗縣,造橋國小,2017/10/17 下午 04:25:00,4346,6.085,26.2,360,6.2,2.7,--,289.7,74.8,224,9.9,0.06,0.04,40.2,1.40,<0.0003,<0.001,<0.001,0.001,<0.003,0.022,<0.005,<0.005,--,--,<0.0060,0.18,50.3,2.24,11.7,11.5,119,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,苗栗縣,造橋國小,2017/3/16 下午 04:10:00,4346,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
新苗地區,苗栗縣,尖山國小,2017/10/19 上午 11:15:00,4348,1.190,32.4,672,6.8,0.6,--,142.6,241,330,18.6,10.2,0.06,5.2,7.96,0.0166,<0.001,<0.001,0.001,<0.003,0.005,0.640,0.276,--,--,<0.0060,0.87,24.1,4.84,45.6,27.5,295,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,苗栗縣,尖山國小,2017/3/17 上午 11:11:00,4348,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
新苗地區,苗栗縣,新港國小(苗栗縣),2017/10/11 上午 10:53:00,4350,2.431,27.9,338,6.0,1.2,--,222.8,128,224,21.0,0.04,1.34,62.8,1.25,<0.0003,<0.001,<0.001,0.001,<0.003,0.003,<0.005,<0.005,--,--,<0.0060,<0.10,15.2,6.04,31.5,12.4,63.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,苗栗縣,新港國小(苗栗縣),2017/3/14 上午 10:01:00,4350,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
新苗地區,苗栗縣,啟明國小,2017/10/12 下午 04:49:00,4351,7.938,26.4,732,6.6,0.1,--,24.1,269,488,45.0,0.05,8.07,65.3,1.32,<0.0003,<0.001,<0.001,0.001,<0.003,0.004,0.340,0.263,--,--,<0.0060,0.13,49.8,3.78,79.9,15.3,195,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,苗栗縣,啟明國小,2017/3/23 下午 02:01:00,4351,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
新苗地區,苗栗縣,頭屋國小,2017/10/17 上午 11:37:00,4353,2.537,27.8,399,6.0,0.6,--,168.0,112,256,22.6,1.58,0.75,45.5,1.42,<0.0003,<0.001,<0.001,0.001,<0.003,0.003,0.010,0.068,--,--,<0.0060,<0.10,34.1,3.55,20.0,15.5,109,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,苗栗縣,頭屋國小,2017/7/10 下午 03:48:00,4353,2.178,26.1,390,6.0,0.1,--,216.7,106,247,23.6,1.75,0.63,39.6,1.54,<0.0003,<0.001,<0.001,<0.001,<0.003,0.003,0.011,0.079,--,--,<0.0060,0.12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
